device_aid;avg_SatisHacmi;avg_OrtalamaHarcamaTutari;avg_PopulationInverseScore;avg_QualityScore;total_visits;VenueType_D_rate;VenueType_H_rate;VenueType_R_rate;TimeSlot_Afternoon_rate;TimeSlot_Evening_rate;TimeSlot_Morning_rate;TimeSlot_Night_rate;cluster
47042930-25e2-4b5b-ab25-b34fe7a44ead;1.7142857142857142;1.1428571428571428;2.571428571428572;0.8571428571428571;7;0.2857142857142857;0.0;0.7142857142857143;0.0;0.4285714285714285;0.5714285714285714;0.0;0
470b24b1-6338-4b32-bf53-a8bccfd91d19;1.5;0.0;2.5;1.0;2;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6
47194839-4276-47a6-aa58-9e562012d321;0.8;0.6;1.75;1.4;5;0.6;0.0;0.4;0.0;0.0;1.0;0.0;1
471eade7-ec90-4526-96b8-bdcf5ab5dd7b;1.0;0.0;0.0;1.0;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6
471f9792-4929-67c3-a729-3e6ac5ac4e8b;0.25;1.25;2.25;0.5;4;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
471ffb60-e164-4177-bd46-9b85564dc0c3;2.0;0.0;2.0;1.0;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4
472193b2-e13d-4683-9700-feac0aaece68;1.0;2.0;2.0;1.3333333333333333;3;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0;1.0;0.0;0
47265669-fa3c-43ab-ae4c-d96bba5878a2;-1.0;2.0;3.0;1.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
472cd613-51ae-40d3-81ce-ef4417778cf2;-1.0;1.0;0.0;1.0;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4
472ecaa0-6b7e-4a4b-8ca0-38eb2d10eefa;2.0;2.0;2.0;1.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
472ee86f-45aa-4465-9336-77e2c3462d64;0.7777777777777778;0.9444444444444444;3.176470588235294;0.5;18;0.8333333333333334;0.0;0.1666666666666666;1.0;0.0;0.0;0.0;2
4732b46f-42f5-65ed-1689-8ad75b1d86bc;0.6666666666666666;0.6666666666666666;2.0;1.6666666666666667;3;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0;1.0;0.0;0
47365756-1bb0-417c-af92-dc6d9e5e8ca7;1.5;1.0;1.0;2.0;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
47370ff2-99b7-46d3-9331-5e333ee74451;1.3333333333333333;0.7142857142857143;2.619047619047619;0.8571428571428571;21;0.8571428571428571;0.0;0.1428571428571428;0.1904761904761904;0.3809523809523809;0.4285714285714285;0.0;1
47372de6-b4fa-4598-837d-91dfd2ac9f07;-1.0;2.0;2.0;1.0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
473843af-06db-4171-a20c-2eb1cf64ecb0;1.0;1.6666666666666667;3.0;1.3333333333333333;3;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
473ee75a-9682-4bad-b00a-eedd15ccd171;0.6;1.8;1.75;1.2;5;0.8;0.0;0.2;0.4;0.0;0.6;0.0;1
473fa9dc-6656-493a-a9d5-f65a923eb3a7;0.0;2.0;1.0;2.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
47406e74-7532-46c7-9e5c-1a7a79edcf64;2.0;1.3333333333333333;2.6666666666666665;1.3333333333333333;3;1.0;0.0;0.0;0.3333333333333333;0.0;0.6666666666666666;0.0;1
4741e114-0dc1-4c06-8548-909b59193d2a;2.0;1.25;2.75;1.25;4;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
474373da-a014-41fb-9640-3aec55eedca6;-0.3333333333333333;1.0;2.333333333333333;1.0;3;0.6666666666666666;0.0;0.3333333333333333;1.0;0.0;0.0;0.0;2
47445bf0-0561-44fb-9a5c-3f1b7decf973;-1.0;1.0;3.0;2.0;14;1.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.7142857142857143;6
4749ba4d-ae9f-6b8b-adeb-5ed396b15d69;0.7142857142857143;0.8571428571428571;1.0;2.0;7;0.1428571428571428;0.4285714285714285;0.4285714285714285;0.1428571428571428;0.0;0.8571428571428571;0.0;0
474f1f00-6b2c-411a-9e93-008fcd858206;1.25;1.1666666666666667;2.636363636363636;0.4166666666666667;12;0.75;0.0;0.25;0.0;0.0;1.0;0.0;1
47566fca-050f-49ce-bd06-44cd1c782ccf;2.0;0.0;2.0;1.0;2;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
47584f77-8893-4fc2-bb8e-f36e0fc6fddd;2.0;0.0;2.0;0.0;3;0.0;1.0;0.0;0.0;0.0;0.0;1.0;6
475a6c82-4d22-459f-a535-ae1c2ba26989;0.0;0.3333333333333333;3.0;1.0;3;1.0;0.0;0.0;0.0;0.0;0.0;1.0;6
475bc435-79e4-400c-9e37-91dfb0ee4d77;0.8888888888888888;1.7777777777777777;1.4444444444444444;1.6666666666666667;9;0.1111111111111111;0.0;0.8888888888888888;0.0;0.1111111111111111;0.5555555555555556;0.3333333333333333;0
475d42ce-ee2e-4914-9190-38b0fb164846;-1.0;0.3333333333333333;3.0;0.0;3;0.0;0.0;1.0;0.3333333333333333;0.0;0.6666666666666666;0.0;0
4760a8d1-276d-4966-ba12-c83f8fd0451b;1.0;0.0;0.0;1.0;4;0.0;0.0;1.0;0.0;0.0;0.5;0.5;0
4766318a-1921-4cc7-8454-4e93dcef0e1a;1.0;0.0;3.5;1.5;2;0.5;0.0;0.5;0.0;0.0;1.0;0.0;1
47667d1d-1f9f-4587-8e06-5bfa2fd80026;1.3333333333333333;1.0;2.0;1.1666666666666667;6;0.5;0.0;0.5;0.1666666666666666;0.5;0.0;0.3333333333333333;4
476d9990-b79c-537b-a3f9-5972b9a10396;1.5;1.0;1.75;1.5;4;0.25;0.0;0.75;0.0;0.0;1.0;0.0;0
476dac21-09a0-48bc-9194-78776137bfd6;-1.0;0.0;1.0;2.0;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6
476f42f8-7e6f-4f49-bd90-61961c9b3f25;1.25;1.1666666666666667;2.636363636363636;0.4166666666666667;12;0.75;0.0;0.25;0.0;1.0;0.0;0.0;4
4777d68b-ed83-4861-a18c-ef6a59099a81;0.3076923076923077;1.2307692307692308;2.955555555555556;1.6615384615384616;65;0.9846153846153848;0.0;0.0153846153846153;0.1846153846153846;0.0461538461538461;0.676923076923077;0.0923076923076923;1
4778499f-604f-4301-8b79-85b82c38d581;0.2;0.2;2.75;1.6;5;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
47784cf2-3dc5-449d-a115-57605e56d092;-1.0;2.0;3.0;0.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
47795cb7-a3f3-4d9c-ae47-127fe33fbea7;1.0;1.0;3.0;0.0;2;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
477c3c30-e7f8-673a-a093-94ba016d15ba;0.5;2.0;2.0;1.5;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
477e82a4-46d0-6489-1fa3-8ac26aa09ebf;-1.0;0.0;3.0;1.0;2;0.5;0.0;0.5;0.5;0.0;0.5;0.0;1
478ad105-b0d4-60bf-1e51-cd6cab0a7b99;2.0;2.0;2.0;1.0;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4
478b44bb-7c97-4594-958a-ec1f697b310f;-1.0;2.0;1.5;1.5;6;1.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.3333333333333333;1
479bf0f9-805f-4c42-91cd-047540f1dc93;0.0;0.6666666666666666;2.0;1.6666666666666667;3;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
47a6e73b-7f2d-41b7-873d-aef068d8c524;2.0;2.0;4.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;1.0;6
47a8994e-b693-4803-9466-6f919897395c;2.0;1.0;3.0;0.0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
47aac543-66af-4a38-994c-c4e29db2d54d;2.0;1.0;3.0;1.0;2;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
47b1c577-e3b7-47f9-bed5-e0feac994dd1;1.0;2.0;3.0;0.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
47b28310-4619-4eef-960e-78df1a754815;0.0;2.0;1.0;1.0;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
47b48f57-b5ee-4b1d-866e-c12c5c80563c;2.0;2.0;3.0;0.0;5;0.0;0.0;1.0;0.4;0.4;0.0;0.2;3
47b57060-cf95-6085-10d3-36d65bfee29f;1.25;1.1666666666666667;2.636363636363636;0.4166666666666667;12;0.75;0.0;0.25;1.0;0.0;0.0;0.0;2
47bacd4a-a963-4c9b-b5e4-02e5e32e7bcf;2.0;0.0;4.0;1.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
47c418f5-50d2-4d2d-9c99-7bf7d7ff2e7f;0.6;1.4;2.4;1.5;5;0.4;0.2;0.4;0.2;0.0;0.8;0.0;1
47c91a19-8336-4031-a264-97dfada2c759;1.0;2.0;3.0;1.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
47cb3448-2418-41bb-b04c-b48f4a1a5597;-1.0;2.0;1.0;2.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
47ccdd7b-4110-4431-a137-5720116bcfbb;0.8888888888888888;1.1851851851851851;2.259259259259259;1.1111111111111112;135;1.0;0.0;0.0;0.2074074074074074;0.1925925925925926;0.2444444444444444;0.3555555555555555;5
47cd406e-a2ff-480e-b0ec-99d5d7a56d06;0.3333333333333333;0.3333333333333333;1.6666666666666667;1.6666666666666667;3;0.3333333333333333;0.0;0.6666666666666666;1.0;0.0;0.0;0.0;3
47cefabd-64fe-4dca-a032-c8d5132db753;0.0;0.0;1.0;1.0;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4
47d17989-15a1-4f28-84fd-9f0d98e7f305;0.5;2.0;2.0;1.5;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
47d559c8-7e95-4229-934e-b9f3351fcdc7;2.0;2.0;2.0;1.0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
47db6156-3bd1-4233-8ccb-b719eaa9c117;2.0;0.5;2.0;1.0;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
47dc2c81-5367-4267-b649-05428917310c;1.4210526315789471;0.0526315789473684;2.0526315789473686;1.7567567567567568;38;0.868421052631579;0.0263157894736842;0.1052631578947368;0.1578947368421052;0.2368421052631578;0.2631578947368421;0.3421052631578947;1
47dc9745-034e-45c9-9261-2431d6d17558;0.25;1.25;1.75;0.75;4;0.5;0.0;0.5;0.0;0.0;1.0;0.0;0
47df15f6-a6b1-4510-aefe-d43cf66d36bf;0.0;0.0;1.0;2.0;2;0.0;0.0;1.0;0.0;0.0;0.5;0.5;0
47df424c-7100-43c0-b3a3-424cf1a18d45;2.0;2.0;3.0;0.0;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4
47e3a76a-57c7-4cad-a3c6-2495a88ef1b3;0.875;1.625;2.5;0.75;8;0.75;0.0;0.25;0.75;0.0;0.25;0.0;2
47e3ea36-b31b-4240-978d-b28ba480af57;0.5;1.0;2.25;0.0;4;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
47e7504f-441c-45fc-ac9b-78171b16c0c4;-1.0;0.0;3.0;0.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
47f95199-89bd-427b-bd35-9f8f354cae6b;1.3333333333333333;1.1666666666666667;2.6666666666666665;1.0;6;0.5;0.0;0.5;0.5;0.0;0.5;0.0;3
47fd5d06-20b8-66ae-146e-4a09ed8ea577;2.0;1.0;3.0;1.0;4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
48029592-2a11-4f52-86a5-206a1e3b9946;1.25;1.5;1.75;1.25;4;0.5;0.0;0.5;1.0;0.0;0.0;0.0;3
4809c276-7ffb-4ac5-a2bb-c23573fe60b1;2.0;2.0;1.0;2.0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
48105b6d-6ad0-433c-be10-e361c6bee4e1;-0.5;0.0;2.0;1.0;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
4815b3e5-c9f0-40cc-94a3-63dba4b267ef;1.0;1.0;3.0;0.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
481843c8-c439-4c7a-a303-4752a52c0ca9;1.0;2.0;3.0;0.0;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4
481b2479-bd58-4fdb-819a-570cab6faf16;2.0;2.0;4.0;0.0;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4
481ed48c-98aa-4782-8465-e32c6ad03f2e;1.0;0.0;1.0;1.0;2;0.0;0.0;1.0;0.5;0.0;0.0;0.5;3
48232b90-ca1a-4560-9d59-805929548473;1.0;1.1538461538461535;2.8461538461538463;0.4615384615384615;13;0.6153846153846154;0.0;0.3846153846153846;0.2307692307692307;0.0;0.7692307692307693;0.0;1
48281b4c-352f-420c-aa74-c86583cb5043;2.0;2.0;1.0;2.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
482a9809-7354-4d6d-8ed5-f5fa2dba5519;0.6666666666666666;0.6666666666666666;2.333333333333333;0.6666666666666666;3;0.3333333333333333;0.0;0.6666666666666666;0.0;0.6666666666666666;0.3333333333333333;0.0;4
482bae59-fdd3-43c6-8581-b269fa8fe7da;0.5;1.0;3.0;1.0;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
482d2d4a-d5b1-417d-b826-44a03d80f368;2.0;2.0;0.0;1.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
4833aaf9-7df8-418d-84e7-631f2e106ac8;1.25;1.0;3.5;1.25;4;0.75;0.0;0.25;0.0;0.0;1.0;0.0;1
48375aa5-55b6-6b33-1413-9e90190d4c8e;1.0;2.0;3.0;0.0;5;0.0;0.0;1.0;0.2;0.4;0.4;0.0;0
483c7da0-eff5-679b-a45b-5be2ff9577a5;-1.0;2.0;3.0;0.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
484352ab-43f4-4cc8-9a04-65dcb4f35440;2.0;1.5;3.0;0.5;2;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4
4848fd8b-569c-4831-8141-4c8a0424e73a;-1.0;0.0;0.0;1.0;7;1.0;0.0;0.0;0.4285714285714285;0.1428571428571428;0.1428571428571428;0.2857142857142857;2
4849cf7a-168f-4d51-b9f2-ad2bdd2551d6;-1.0;2.0;2.0;0.0;1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3
484adcc4-32a4-422e-b1f8-61ab84df52d3;-1.0;1.0;4.0;1.0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
484d2a6b-20cf-4bb3-ab3d-319c16dfcf82;0.25;1.25;2.25;0.5;4;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
4851fae1-a72a-4b59-834e-da3bdb399320;1.0;0.0;4.0;1.0;6;0.0;0.0;1.0;0.1666666666666666;0.3333333333333333;0.1666666666666666;0.3333333333333333;3
4852d86d-4b7a-4252-bcfd-b335896fe619;1.0;0.0;0.0;1.0;2;0.0;0.0;1.0;0.5;0.0;0.0;0.5;3
4855ff04-f9af-46ce-9e90-cbcfa5327d60;1.0;0.0;0.0;1.0;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4
4856eea7-fb1c-461f-8310-ef4b0729db5e;1.0;2.0;1.3333333333333333;1.0;4;0.25;0.0;0.75;1.0;0.0;0.0;0.0;3
48598a88-3a3f-48a3-9543-9d2d1ebd6763;2.0;2.0;3.0;0.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
485b7bfd-02df-4ab2-a9d7-9984df516fb6;1.5;1.0;3.0;0.5;2;0.5;0.0;0.5;1.0;0.0;0.0;0.0;3
485c4bdd-f6d8-4a83-857b-b4ee1db0a718;-0.5;1.0;2.0;1.0;2;0.5;0.0;0.5;0.0;0.0;1.0;0.0;1
485f5e9f-1510-4ede-a101-94c440292490;0.8888888888888888;0.8888888888888888;1.5714285714285714;1.3333333333333333;9;0.5555555555555556;0.0;0.4444444444444444;0.0;0.0;1.0;0.0;1
48667a23-28a8-4086-8fe4-7ccf779bb611;0.5;0.75;2.0;1.0;4;1.0;0.0;0.0;0.0;0.5;0.0;0.5;4
4869dd1b-9f66-450e-ad46-1d6edc43428a;2.0;2.0;1.0;1.0;3;1.0;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;1
48750d2c-ff68-4a69-9ed1-a7cb74108b7a;0.5;1.5;3.0;1.0;2;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
487657eb-d2bc-4b2d-af2b-c6a712e5adf8;-1.0;1.0;2.0;1.0;2;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
4880eda1-db7c-49d4-9003-c8687283252b;-1.0;2.0;2.0;1.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
4884d6cb-d143-4b25-a3cb-3bba594b6b95;2.0;1.0;2.0;2.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
488868a8-1922-6289-2063-b7fec6ff668b;0.0;2.0;1.0;2.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
488a65c4-e98b-4e55-85b9-39371a879022;2.0;0.6666666666666666;4.0;1.0;3;1.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.3333333333333333;2
488de8dc-7fbc-63e7-b52b-f4f4623fe54e;1.25;1.1666666666666667;2.636363636363636;0.4166666666666667;12;0.75;0.0;0.25;0.0;0.0;0.0;1.0;6
48938694-b2ab-43e1-8021-6180f8234eb8;-1.0;2.0;2.0;0.0;1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0
48952924-e560-4955-a3a5-27d2f7911437;2.0;2.0;1.0;1.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
48a02b58-a241-6980-b647-f7d2b5cf8cfc;1.0;0.0;1.5;2.0;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
48a7c49a-5ea8-4cef-8338-b1fe82767d58;1.0;2.0;1.0;2.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
48a8c9c2-a596-4cd9-97e2-6f6de521a647;2.0;2.0;4.0;1.0;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4
48ab93cd-9cea-60b2-ab76-632e30b0cdca;1.0;2.0;1.0;2.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
48b6710f-3824-49bd-9855-3b549e3d18c3;2.0;0.0;4.0;0.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
48b76db1-33d2-4eb4-859e-55d39dee0d3d;0.0;0.5;2.0;1.0;2;0.5;0.0;0.5;0.5;0.5;0.0;0.0;4
48c04cbb-cc43-47b7-a3ba-ee9d75cff7bb;1.25;1.1666666666666667;2.636363636363636;0.4166666666666667;12;0.75;0.0;0.25;0.0;1.0;0.0;0.0;4
48c169f6-1023-4ba2-98f3-abf079e08f75;2.0;2.0;1.0;0.0;1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;4
48c4af4c-f967-4923-956c-98a056f21e89;1.0;1.0;4.0;0.0;16;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
48c6e80f-c16c-49b9-a521-07cf5cca04f7;1.5;0.0;2.5;1.0;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
48c8f998-0b93-4535-9563-5be92c325e55;1.3636363636363635;0.8181818181818182;2.363636363636364;1.181818181818182;11;0.1818181818181818;0.0;0.8181818181818182;0.7272727272727273;0.1818181818181818;0.0909090909090909;0.0;3
48d2cfcb-c827-4473-be87-8c4db139e532;1.0;1.0;3.0;0.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
48d35cfa-4c56-4d62-80ce-ee3571b9f337;0.6666666666666666;1.3333333333333333;1.6666666666666667;1.6666666666666667;3;0.3333333333333333;0.0;0.6666666666666666;0.0;0.0;1.0;0.0;0
48d3a849-9002-470a-9625-c152ac4e7a6f;2.0;2.0;2.0;1.0;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4
48d50e40-c366-4a67-90d9-ad8dac3ac5d0;1.25;1.0;2.25;0.5;4;0.5;0.0;0.5;0.0;0.0;1.0;0.0;0
48d69f91-e8c9-41ea-8774-5ea9d415f204;0.3103448275862069;0.2758620689655172;2.588235294117647;1.0344827586206895;29;0.0;0.0;1.0;0.1379310344827586;0.3448275862068966;0.3103448275862069;0.2068965517241379;0
48d8a2ce-3ee2-43cc-92df-c1b34f0f9140;-1.0;0.0;0.0;1.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
48d912e0-6706-41b2-b1cb-ffb8803d467f;1.2857142857142858;1.7142857142857142;2.2857142857142856;1.1428571428571428;7;1.0;0.0;0.0;0.8571428571428571;0.0;0.1428571428571428;0.0;2
48dbb3e0-36c9-4861-8e44-69f712ba5e19;1.0;2.0;1.3333333333333333;1.0;4;0.25;0.0;0.75;0.0;0.0;1.0;0.0;0
48ddaf41-1984-41bd-81ae-00dcda590d69;0.0;0.0;1.0;1.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
48dfbe9c-3998-6f7e-af79-4252deba52e7;0.6666666666666666;1.0;2.4;0.2;6;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
48e1ca06-fb97-4f15-8ba5-33be8d7db032;1.6666666666666667;0.3333333333333333;2.6666666666666665;1.0;3;0.3333333333333333;0.0;0.6666666666666666;1.0;0.0;0.0;0.0;3
48e2640b-3879-438c-a942-d7a015fa6ae7;1.4444444444444444;1.1111111111111112;3.0;0.0;9;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
48e26e62-18ef-4418-8893-d51d9b272ce7;0.5;2.0;1.0;1.0;2;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
48e64a4e-1ff4-41d2-8cab-4bda59dd8b9d;2.0;1.0;3.0;0.0;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4
48ee6398-4526-479f-9caa-f75cf0e4557a;1.6;1.0;2.0;1.2;5;0.8;0.0;0.2;0.0;0.0;1.0;0.0;1
48f4c26b-c983-4aca-a99d-2c427f2efa86;2.0;0.0;4.0;1.0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
48f54911-56c4-4ab8-aed3-23a55df3839a;0.5;2.0;3.0;1.0;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
48f608c7-4c3b-4fd7-9f21-420c0e726fbf;-1.0;0.0;3.0;2.0;22;1.0;0.0;0.0;0.2272727272727272;0.0909090909090909;0.5;0.1818181818181818;1
48f7a7c6-13ea-4dab-83cc-4fce3d46f82c;0.0;1.0;3.0;0.0;2;0.0;0.0;1.0;0.5;0.0;0.5;0.0;0
48f964e9-ab1b-4a50-93a2-1fc08298a159;0.0;2.0;1.0;1.0;2;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
48fc13b9-1be5-4939-9f2f-038963281846;1.25;1.1666666666666667;2.636363636363636;0.4166666666666667;12;0.75;0.0;0.25;0.0;1.0;0.0;0.0;4
48fc71a0-1813-49aa-a69c-b0bba0512694;0.9166666666666666;1.4166666666666667;2.5454545454545454;0.8333333333333334;12;0.9166666666666666;0.0;0.0833333333333333;0.9166666666666666;0.0833333333333333;0.0;0.0;2
48ffd78a-1011-4efe-93c7-7c1f27545b9f;1.0;1.5;3.0;0.0;2;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
49055ce8-4a24-6368-2737-de3239684e1c;0.9166666666666666;1.2916666666666667;2.5;0.5;24;0.4583333333333333;0.0;0.5416666666666666;0.875;0.0;0.0416666666666666;0.0833333333333333;3
4907c65e-7b94-418a-871c-f1544f7ebf19;0.0;1.5;2.5;1.5;2;0.5;0.0;0.5;0.0;0.0;1.0;0.0;1
490dee77-1539-41bf-89ee-51c06f8a0854;0.0;1.2;3.0;1.0;20;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
49122744-9092-47e4-8a24-9b00de6d573f;0.5555555555555556;0.4444444444444444;2.333333333333333;1.5555555555555556;9;0.8888888888888888;0.0;0.1111111111111111;0.4444444444444444;0.1111111111111111;0.4444444444444444;0.0;1
4919711d-92be-57b9-a49b-bf9c69399952;1.0;0.0;1.0;1.0;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
49245f05-5c98-6264-1994-3ec42e4e35aa;0.0;2.0;2.0;1.0;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6
49262a19-7a61-4a43-aeb1-e00fba8e008b;-0.7;1.5;3.0;0.3;10;1.0;0.0;0.0;0.4;0.2;0.2;0.2;2
4928a77c-8793-4fed-9487-3684abe4b258;1.7142857142857142;0.8571428571428571;1.2857142857142858;1.2857142857142858;7;0.8571428571428571;0.0;0.1428571428571428;0.8571428571428571;0.0;0.1428571428571428;0.0;2
4928fc0f-c35e-4baf-8b88-38208fc2421d;1.1111111111111112;0.2222222222222222;2.0;1.6666666666666667;18;0.6666666666666666;0.0;0.3333333333333333;0.5;0.0;0.0;0.5;6
492e0379-502b-4f4a-94a8-c51b6d5d4675;0.25;1.75;1.6666666666666667;1.0;4;0.5;0.25;0.25;0.0;0.0;1.0;0.0;1
4931673f-dd5d-47ab-8866-c91232bc192c;1.0;1.0;3.0;0.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
4932ee34-ff13-4e8d-8c59-5db07aa94b3f;1.0;2.0;1.0;2.0;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6
493477e6-ff01-476d-adcd-36b35fa51a96;0.7142857142857143;0.4285714285714285;2.4;0.8571428571428571;7;0.8571428571428571;0.0;0.1428571428571428;0.0;0.0;0.7142857142857143;0.2857142857142857;1
4935ca0c-8ed2-49f4-bf3c-e1e3dee9eea5;2.0;2.0;1.0;0.0;1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;6
4935f383-bf7b-4fdc-a3cb-5a0319f60109;2.0;0.0;1.0;2.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
49385a58-dd94-48e8-991c-f00f899a3562;-0.6666666666666666;1.3333333333333333;2.333333333333333;1.3333333333333333;3;0.6666666666666666;0.0;0.3333333333333333;0.0;0.0;1.0;0.0;1
4939831e-acd2-4057-8cac-5e23aafbc412;0.0;1.0;3.0;0.0;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
493a557d-638d-47bc-b09c-e80a1d3753d2;-1.0;2.0;3.0;0.0;2;0.0;0.0;1.0;0.5;0.5;0.0;0.0;3
493c5545-92ea-413c-8322-433a7ae1e7af;-1.0;1.3333333333333333;2.6666666666666665;1.3333333333333333;3;0.6666666666666666;0.0;0.3333333333333333;0.0;0.0;1.0;0.0;1
493e44e2-a031-4755-a4c5-6e8820a50996;2.0;2.0;2.0;1.0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
493f1589-9efa-42ef-b9ff-c58f010a3ac4;0.6666666666666666;1.3333333333333333;3.333333333333333;0.6666666666666666;3;0.3333333333333333;0.0;0.6666666666666666;1.0;0.0;0.0;0.0;3
49451ea1-4090-4f34-a993-9576cd2ed3be;1.0;0.0;2.333333333333333;0.6666666666666666;3;0.3333333333333333;0.0;0.6666666666666666;1.0;0.0;0.0;0.0;3
4945f485-3aa4-4043-89f6-95da142fed1a;1.5;2.0;2.5;0.5;2;0.5;0.0;0.5;0.0;0.0;1.0;0.0;0
4947d090-15df-465c-9cce-cfa5ea50aa44;2.0;0.0;5.0;0.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
