device_aid;avg_SatisHacmi;avg_OrtalamaHarcamaTutari;avg_PopulationInverseScore;avg_QualityScore;total_visits;VenueType_D_rate;VenueType_H_rate;VenueType_R_rate;TimeSlot_Afternoon_rate;TimeSlot_Evening_rate;TimeSlot_Morning_rate;TimeSlot_Night_rate;cluster
0086ec16-0e54-461b-894f-03f39fbadb16;1.0;1.0;3.0;0.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
008c9778-6a11-4b5b-82aa-348876c16116;-1.0;1.6666666666666667;2.833333333333333;1.0;6;1.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.1666666666666666;0.1666666666666666;2
008ebd4d-2c68-40fa-8bf5-80a6583b6d25;1.3333333333333333;1.3333333333333333;2.333333333333333;1.0;3;0.3333333333333333;0.0;0.6666666666666666;1.0;0.0;0.0;0.0;3
00955c42-4efa-4078-bfca-ab1fc8527a26;1.0;2.0;1.0;2.0;2;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
0096d869-6c2d-4f27-bb95-64f43736a6c1;-0.6470588235294118;1.0588235294117647;3.0;1.8235294117647056;17;1.0;0.0;0.0;0.1764705882352941;0.2352941176470588;0.1176470588235294;0.4705882352941176;2
00993691-a57f-495c-971e-c83fcd283256;0.25;0.75;3.333333333333333;0.75;4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
00a1118f-f5d0-6a41-2a0a-77b90d3bfe6a;-1.0;0.0;3.0;1.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
00a63f88-2d17-4be2-a8cc-ba82aec77aa3;1.0;2.0;1.0;1.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
00a6a4e5-1cdd-4ac1-a902-aaa2a5a98fab;-1.0;0.0;0.0;1.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
00a98e26-bbf9-4e42-974a-62965b2036fc;0.75;0.875;2.75;0.375;16;0.6875;0.0;0.3125;0.5;0.0;0.5;0.0;2
00aa6077-7429-41a7-86b0-deaf67a9f72e;2.0;0.0;1.0;2.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
00ae5db1-2e66-4eca-970d-b8aadba5dc7c;1.0;1.5;1.0;1.5;2;0.5;0.0;0.5;0.0;0.0;1.0;0.0;1
00b28b23-db64-433c-9d50-6c1be61ab961;2.0;1.0;3.0;0.0;4;1.0;0.0;0.0;0.5;0.0;0.25;0.25;2
00b57ce8-9e44-4ca6-92da-e14436f2bf59;-1.0;2.0;4.0;1.0;2;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
00b7ce1b-e782-4d77-a179-048c47c968ad;2.0;1.0;3.0;0.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
00bc0b84-0807-4de8-a972-65b57830bca8;1.5;2.0;1.5;1.0;2;0.0;0.0;1.0;0.5;0.0;0.0;0.5;3
00bf00b1-deb5-43b0-92ef-fdfb3acc7340;-1.0;0.0;2.0;2.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
00c01301-c961-43a2-bbe0-a61f48126669;-1.0;2.0;1.0;2.0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
00c35b35-2a4a-4969-be06-6c83d028819a;1.5;1.0;2.5;0.0;2;0.0;0.0;1.0;0.5;0.0;0.5;0.0;0
00c5c3e9-9a21-4f78-8631-519888d2b141;0.8;0.6;3.0;1.0;10;1.0;0.0;0.0;0.2;0.0;0.4;0.4;1
00c7777d-a796-4b57-8717-734011f9743e;-1.0;2.0;2.0;0.0;2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3
00c8a08c-2a3a-4476-805e-df5c1645652d;-1.0;0.0;2.0;2.0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
00caa4e0-a027-4287-b84c-5389408f3319;-1.0;2.0;1.0;2.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
00d1525e-9f12-4c98-871c-e45eb23ee20a;2.0;0.0;4.0;1.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
00d34a36-d823-4a99-9935-16f1acc50141;1.0;2.0;3.0;0.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
00d9ff4d-04e6-486c-bb3b-49b951530c89;-1.0;1.0;3.0;2.0;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
00dd92c2-de60-42b0-a60e-daaee17ce68b;1.0769230769230769;0.3846153846153846;1.9230769230769231;1.608695652173913;26;0.6538461538461539;0.1153846153846153;0.2307692307692307;1.0;0.0;0.0;0.0;2
00e9bcc9-3502-459b-baca-a2037fc4dad6;-1.0;2.0;1.0;2.0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
00f35aa8-878d-4f2d-9a2a-1c0ca5e2f74f;1.0;1.0;3.0;0.0;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4
00fcb3d0-1347-4fc8-8cfd-8af099095a39;2.0;2.0;1.0;2.0;3;0.0;0.0;1.0;0.3333333333333333;0.0;0.0;0.6666666666666666;6
0100265e-0049-4f20-ba51-9bac3aa6be9a;2.0;0.0;2.0;2.0;2;0.0;0.0;1.0;0.5;0.0;0.5;0.0;3
0100a000-f544-486c-a9f4-09726abd36bd;0.5;1.0;4.0;0.5;6;0.0;0.0;1.0;0.6666666666666666;0.0;0.3333333333333333;0.0;3
01069bba-c0ed-4999-8515-22754c3fee3e;2.0;2.0;3.0;1.0;2;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
0106fa01-13c3-4977-90be-02657e67a661;1.0;1.4285714285714286;2.4285714285714284;0.4285714285714285;7;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
01078b9e-4050-4690-a2bb-a57e60af1bb4;0.75;1.0;2.0;0.5;4;0.25;0.0;0.75;0.25;0.0;0.75;0.0;0
010f0e7f-b163-4ed0-a12e-b121c321e0e8;-1.0;2.0;2.0;1.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
010fd787-c378-6e8f-a4b0-937dd1121082;2.0;2.0;2.0;1.0;3;1.0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333;0.0;2
0110ed44-f673-4d8b-93aa-27101aa6d15e;1.5;1.0;1.75;1.5;4;0.25;0.0;0.75;1.0;0.0;0.0;0.0;3
01158e13-1fb3-48a2-abd9-30de7f8cefb0;2.0;2.0;0.0;1.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
011a104c-a326-443b-b79e-db4e3458efb8;1.0;0.0;1.0;0.0;1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0
012a30ad-55c1-4118-bccb-a8cfa8b5bea1;2.0;0.0;1.0;2.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
012b4044-1507-45cb-873b-2477c55a4d19;2.0;1.0;2.5;0.5;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
012c142e-e92f-476f-8ced-31bbefd1d905;0.0;0.0;3.0;2.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
012c614d-dd87-4243-a19b-159c94021f53;0.5;1.5;3.0;1.5;2;1.0;0.0;0.0;0.0;0.0;0.5;0.5;1
012e1610-8d04-4869-a04b-572d08b5ffbf;-1.0;0.0;2.0;0.0;1;0.0;1.0;0.0;0.0;0.0;0.0;1.0;6
013081a1-1056-4588-a4fc-2e3d6148a6f4;-1.0;2.0;2.0;0.0;1;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0
013387d8-a15e-483e-8d6c-5eb073ae901a;-1.0;2.0;1.0;2.0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
013397d6-45d1-4d8e-bb82-01987e879ec8;1.0;0.0;1.0;0.0;1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3
0134985b-19b8-4371-bbbc-7b77c59288c3;0.25;1.0;3.0;0.75;4;0.5;0.0;0.5;0.0;0.0;1.0;0.0;1
0135b4cd-ba48-425c-be0c-12b5c1c05c97;-1.0;2.0;3.0;2.0;2;1.0;0.0;0.0;0.0;0.0;0.0;1.0;6
013a566a-0c6e-4cfd-b69d-50814acdeb48;0.5;0.5;3.0;1.0;4;1.0;0.0;0.0;0.5;0.0;0.0;0.5;2
013ef8c6-ae01-6855-a893-5a9c3c38b646;0.3333333333333333;0.6666666666666666;2.6666666666666665;0.6666666666666666;3;0.6666666666666666;0.0;0.3333333333333333;0.6666666666666666;0.0;0.0;0.3333333333333333;2
013fd337-ba71-4de2-997b-db09dbda945c;1.0;2.0;1.0;2.0;11;0.0;0.0;1.0;0.1818181818181818;0.5454545454545454;0.0909090909090909;0.1818181818181818;4
0143c2cb-f125-4c58-ad75-938490969529;-1.0;1.0;2.5;1.5;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
0146dfdf-377c-46d8-b527-3cc4053c2752;0.972972972972973;1.891891891891892;2.27027027027027;1.1111111111111112;37;0.5405405405405406;0.0;0.4594594594594595;0.1081081081081081;0.4864864864864865;0.054054054054054;0.3513513513513513;4
0148ce5e-161e-455e-a923-ac1a62162047;0.4285714285714285;1.5714285714285714;2.6666666666666665;0.8333333333333334;7;0.5714285714285714;0.0;0.4285714285714285;0.0;0.0;1.0;0.0;1
0149c765-54c5-4dc9-81a2-98b4adc35227;1.0;2.0;2.0;1.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
014a660a-238f-4aa3-a670-5c608b3aef5b;2.0;0.0;3.0;1.0;2;0.5;0.0;0.5;0.0;0.0;1.0;0.0;0
0151602c-755c-420f-adc7-53406ea129bb;2.0;0.0;1.0;2.0;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6
0152785b-1beb-4128-b890-6eb15207ef7f;0.5;1.0;2.5;2.0;2;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
0158b6c9-4778-4528-a291-6a06806d30ca;2.0;1.0;2.2857142857142856;1.375;8;0.625;0.0;0.375;0.0;0.0;0.25;0.75;6
0160a8a7-f1db-4d08-aa5d-e80e3a41a3b2;1.5;2.0;2.0;1.0;10;0.5;0.0;0.5;0.2;0.0;0.6;0.2;0
016311e6-5be7-446a-ae42-d75939e9c512;-1.0;1.3333333333333333;3.6666666666666665;0.6666666666666666;3;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
0163b538-364d-4e9f-93ab-075a27f4696d;-1.0;0.0;0.0;1.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
0168d687-7f6f-4e39-8ebb-ab99ede3aaae;0.4285714285714285;1.8571428571428568;3.2857142857142856;0.8571428571428571;7;0.1428571428571428;0.0;0.8571428571428571;0.0;0.4285714285714285;0.5714285714285714;0.0;0
01731fb2-dfbc-464f-81ee-6d83733fca07;1.0;0.6666666666666666;2.333333333333333;0.6666666666666666;3;0.6666666666666666;0.0;0.3333333333333333;1.0;0.0;0.0;0.0;2
017834f6-a9ae-4c50-8f57-dc8261302b34;2.0;0.0;1.0;1.5;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
0186165c-e14e-4c9d-8ba3-5ee4f8aab832;1.0;1.3333333333333333;2.0;0.0;3;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
01870706-3ebd-4b47-bcb4-3251cf81fcd0;-0.75;1.0833333333333333;3.888888888888889;0.25;12;0.9166666666666666;0.0;0.0833333333333333;0.6666666666666666;0.0;0.3333333333333333;0.0;2
018cb0cc-2a43-4d77-835e-cc69e24d4b12;1.7777777777777777;1.8888888888888888;2.888888888888889;1.0;9;0.1111111111111111;0.0;0.8888888888888888;0.4444444444444444;0.0;0.5555555555555556;0.0;0
01930149-4548-4566-aeb3-84b5841ff68f;1.0769230769230769;1.1153846153846154;2.652173913043478;0.4615384615384615;26;0.7692307692307693;0.0;0.2307692307692307;1.0;0.0;0.0;0.0;2
0193f631-d113-4334-a71d-9ca933817c92;-0.4;1.0;3.0;0.8;5;1.0;0.0;0.0;0.2;0.0;0.8;0.0;1
0195fc54-d0e0-4828-a626-a79a26dc3bb1;2.0;1.6666666666666667;2.6666666666666665;1.3333333333333333;3;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
0197955a-cd4e-461b-b211-fae9e7111003;1.0;2.0;1.0;2.0;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4
0197e9d3-d061-42d9-9e31-f8d1ae84f4d4;1.0;0.0;1.0;2.0;2;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6
019e2478-4014-4112-98b7-0d83bdb3d460;2.0;2.0;2.0;2.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
01a8abe8-c3a4-4608-82cf-e8f21f634e27;1.0;1.0;3.0;0.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
01af62af-42a5-43f3-b5e3-8a5d04e4ebc2;2.0;2.0;4.0;1.0;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6
01ba7cf3-0165-66c4-1b44-2387071c2c09;2.0;2.0;4.0;0.0;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4
01baced7-b704-4ba6-b051-6b1b387bda0d;1.6;0.8;1.8;1.2;5;0.4;0.0;0.6;0.0;0.0;1.0;0.0;0
01bb61d3-75db-4f96-a26d-5b7ac82edfa5;-1.0;1.0;0.0;1.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
01bc1e6f-597b-6f32-2025-bc888945dae6;2.0;2.0;2.0;1.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
01bf4639-b88b-4478-a369-d1e1f471de0a;0.5;2.0;2.5;1.0;12;0.0;0.0;1.0;0.5;0.3333333333333333;0.1666666666666666;0.0;3
01bf5eb8-e2b9-4845-9857-2ad6f1b88eb8;1.5;2.0;2.0;1.0;4;0.5;0.0;0.5;0.0;0.0;0.0;1.0;6
01c205a7-e301-47ee-a629-6c687eceea52;2.0;2.0;2.0;1.0;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6
01ca265c-a819-4ff4-a8a8-f7f2284e232e;2.0;2.0;2.0;1.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
01d06d51-75ac-4e63-94a8-2e1f845b0e5c;2.0;2.0;1.0;2.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
01d11a98-3448-4ac7-96e3-5f5314432c46;-1.0;0.0;2.0;0.0;2;0.0;1.0;0.0;0.5;0.0;0.5;0.0;0
01e33b55-258a-47bb-a7a8-960a929e5dbf;1.0;2.0;3.0;0.0;2;1.0;0.0;0.0;0.5;0.0;0.5;0.0;2
01e3ac01-61bc-416d-a531-f183ca9be6a9;0.08;1.04;2.9565217391304346;0.6;25;0.72;0.0;0.28;0.52;0.0;0.48;0.0;2
01f29337-1ebd-4c22-9787-126082819a56;-1.0;0.0;3.0;0.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
01f3bff4-bf09-4ea2-8e56-58c9a80e5797;0.5;1.0;2.5;2.0;2;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
01f44e06-18c0-4fb5-8800-fd5d04a87429;-1.0;2.0;3.0;0.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
01f9a094-a0d9-4b40-9442-8702ddb8557a;-1.0;0.0;3.0;1.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
01fbb941-017f-471e-a16d-969b9d688357;0.6666666666666666;0.6666666666666666;2.6666666666666665;1.6666666666666667;6;0.6666666666666666;0.0;0.3333333333333333;0.0;1.0;0.0;0.0;4
01fbca42-55ef-492b-b745-6e69e330e9d2;2.0;1.0;4.0;1.0;2;1.0;0.0;0.0;0.5;0.0;0.5;0.0;2
02020f7b-ebb6-4bd8-8f2e-50c796e67f14;0.875;1.25;3.2857142857142856;0.5714285714285714;8;0.75;0.0;0.25;0.375;0.0;0.0;0.625;6
0202ecac-dfff-4534-8df1-3c5422a1251b;0.6666666666666666;0.6666666666666666;2.6666666666666665;1.6666666666666667;3;0.6666666666666666;0.0;0.3333333333333333;0.0;0.0;1.0;0.0;1
0207472a-1414-49b9-a626-4706ba987183;0.75;1.75;2.75;1.0;4;0.75;0.0;0.25;0.0;0.0;1.0;0.0;1
020cf9df-2dbc-4c9d-b50f-af47053f1e87;-1.0;2.0;3.0;1.0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
020ea9c9-d4d6-4711-93b0-fc7646cb3776;1.3333333333333333;2.0;1.3333333333333333;0.5;3;0.0;0.3333333333333333;0.6666666666666666;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0
02147fa3-2d56-473e-adab-20c53ac344b3;-1.0;0.0;3.0;2.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
021809e4-00b1-4f1a-a27c-77e1b9fa1441;2.0;2.0;2.0;1.0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0
021de3e1-87af-4b4a-9603-b60c79bc4a38;0.95;2.0;2.05;0.9;20;0.0;0.0;1.0;0.45;0.05;0.5;0.0;3
021e421e-f900-401a-a820-e1f884d2c782;-1.0;2.0;1.0;2.0;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4
021edc3e-ce75-4edb-81d1-067d88be791b;-1.0;2.0;2.0;0.0;2;0.0;1.0;0.0;0.0;0.0;0.0;1.0;6
0221efe7-0979-4ac5-b8bf-2705203de8e3;-1.0;2.0;2.0;1.0;2;0.5;0.0;0.5;1.0;0.0;0.0;0.0;2
0224e8c3-8d41-44b6-854e-824c29ed7f28;0.5;1.0;3.0;1.0;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
022d647b-d3b9-486d-aefd-c38fb1b98ab8;2.0;0.0;4.0;0.0;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
0232aeef-bbae-564e-a3a9-e0957b650dac;2.0;0.0;1.0;2.0;2;0.0;0.0;1.0;0.5;0.0;0.0;0.5;3
0232ec15-3791-4827-a315-985d085b8983;-0.25;0.0;1.6666666666666667;1.5;4;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
0235ce4f-8606-46b7-88d2-fddfdd7a623a;2.0;2.0;0.0;1.0;2;0.0;0.0;1.0;0.5;0.0;0.5;0.0;3
0238c899-220a-6ec0-bdba-12819b90d05a;2.0;2.0;2.6666666666666665;1.0;3;0.3333333333333333;0.0;0.6666666666666666;0.0;1.0;0.0;0.0;4
023cfa40-efd2-40a3-957d-e561abc48648;0.3333333333333333;1.5;1.8333333333333333;0.8333333333333334;6;0.6666666666666666;0.0;0.3333333333333333;0.0;0.0;0.3333333333333333;0.6666666666666666;6
02481037-b77f-4531-ab57-2623d5e06c2f;0.5;2.0;1.5;1.0;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2
0249540b-1a3f-4823-8e43-8fab151f7815;1.0;0.0;1.0;2.0;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3
024d35f2-f702-525c-29c9-5c7651e03f9e;1.0;1.3333333333333333;2.0;1.6666666666666667;3;0.0;0.0;1.0;0.0;0.6666666666666666;0.3333333333333333;0.0;4
024e8e0d-051d-4097-8d1c-be0f40bee01d;-1.0;0.5;3.0;1.0;2;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
0256ae69-69b7-4f65-9897-0fc6ea1dbd7b;0.8461538461538461;1.6153846153846154;2.5384615384615383;0.75;13;0.6923076923076923;0.0;0.3076923076923077;0.0;0.0;1.0;0.0;1
0257c9a8-e30c-44ea-bdcd-db524f7b4d46;0.2777777777777778;0.3333333333333333;3.0;1.2777777777777777;18;0.7222222222222222;0.0;0.2777777777777778;0.8333333333333334;0.0;0.1666666666666666;0.0;2
025a2bc5-9059-482e-ac93-f7feca85fda9;-1.0;1.0;2.0;2.0;1;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1
025ac470-3a18-4044-a637-21f3b4b0cc95;-0.6;1.6;3.0;1.25;5;0.6;0.2;0.2;0.0;0.0;0.4;0.6;6
025bdba7-aaa2-4ceb-836f-ae53f958c28b;0.0;0.0;2.333333333333333;1.3333333333333333;3;1.0;0.0;0.0;0.3333333333333333;0.0;0.6666666666666666;0.0;1
0260002e-7508-4f3b-ae3a-3fe003fbdb22;0.5;1.0;1.5;2.0;2;0.0;0.5;0.5;0.5;0.0;0.5;0.0;3
02620f5e-85ee-478c-98ec-c1cf3527ddc1;1.6666666666666667;0.6666666666666666;3.333333333333333;1.0;9;0.0;0.0;1.0;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.6666666666666666;6
0262a031-2dab-4781-97b5-ecb5e1084257;2.0;0.0;1.0;2.0;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4
