device_aid,cafe_cluster,ping_cluster,restaurant_cluster,cafe_richness_score,ping_richness_score,restaurant_richness_score,OverallRichnessScore
404494c7-1fbe-61e0-1dd9-91a3be60f495,0,1,2,17.80791896661847,281.3999559238771,12.502815227111812,59.08737325640825
40483d05-93a8-4e2a-8c6c-c3336add0d92,6,1,1,17.463155070668606,281.3999559238771,11.971680791222932,58.70688473981386
404f6ff0-0cfc-42d1-a22e-abccd7e37b84,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
40576f48-7526-45f7-a65c-52a64dbb807c,9,2,0,17.77219711428424,15.53125,15.44537012874073,16.235292435798446
405d06b8-dfdf-44d7-aa6b-9c15b894ca75,0,2,4,17.80791896661847,15.53125,15.247667882027104,16.148348596553042
405fac06-ca8f-4a0c-928c-e8610bb9aa6a,3,1,4,24.833384017079982,281.3999559238771,15.247667882027104,62.80162126735306
40669371-cebf-430e-9e89-02d724c00975,9,2,0,17.77219711428424,15.53125,15.44537012874073,16.235292435798446
406aa225-68da-4dd4-815d-effaa1f1453e,2,2,0,18.280502475988474,15.53125,15.44537012874073,16.404727556366524
40720e03-944b-4ea8-8bbf-e9b600e7a920,2,1,6,18.280502475988474,281.3999559238771,15.52557479783676,60.756280878227386
407b2c30-863f-4529-91ae-83e3cc91b428,0,2,2,17.80791896661847,15.53125,12.502815227111812,14.775922269095396
407c6717-709f-47f4-a3c2-bcd790dc5c85,6,2,0,17.463155070668606,15.53125,15.44537012874073,16.1322784212599
40805b72-b9b8-4181-b481-d99c29383522,5,1,2,19.839439396523534,281.3999559238771,12.502815227111812,59.76454673304327
4082a2bc-4cbe-4a08-be9c-816565bc63f4,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
40880c78-d0e0-48d7-8c38-297316aafe31,9,1,0,17.77219711428424,281.3999559238771,15.44537012874073,60.54674342311129
40a48f1e-96f4-46f8-81ec-2ba12f125334,1,2,1,18.15067414434237,15.53125,11.971680791222932,14.624606777058924
40a9d497-468d-4245-a8a6-9fc38d3a5eb9,3,0,4,24.833384017079982,32.50396825396825,15.247667882027104,21.318956655701587
40abbf1c-44e8-4b39-be6c-706b05275b3f,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
40b8b411-3be0-4560-a6b0-ec05e14b0083,2,1,2,18.280502475988474,281.3999559238771,12.502815227111812,59.244901092864914
40c59848-7784-46fa-94e3-f518e51554d4,0,2,6,17.80791896661847,15.53125,15.52557479783676,16.28730205445787
40ca090c-f9ad-4fe2-a5b8-8879ff1c7e44,8,0,1,19.728995826409644,32.50396825396825,11.971680791222932,17.979500380076058
40cae620-7e70-428c-86f1-3f63bd78c415,2,1,4,18.280502475988474,281.3999559238771,15.247667882027104,60.61732742032256
40ccbfbe-6a66-47b8-b484-f08a7bc2395a,0,2,1,17.80791896661847,15.53125,11.971680791222932,14.510355051150958
40cd5f38-2fda-4b61-a04b-3aadf60366a4,9,1,2,17.77219711428424,281.3999559238771,12.502815227111812,59.07546597229683
40d1c9a4-22fa-447a-bf99-02ada1b3a0ca,8,1,3,19.728995826409644,281.3999559238771,16.279023829441762,61.61583651083694
40d5d0c9-8c7d-4e27-9bdf-64f5bdf76c61,0,1,0,17.80791896661847,281.3999559238771,15.44537012874073,60.558650707222704
40d5f86a-02bb-495e-983f-1882ac330743,4,1,3,20.61108585914832,281.3999559238771,16.279023829441762,61.90986652174984
40d9327e-b947-45c2-a696-335bc89182b4,0,1,0,17.80791896661847,281.3999559238771,15.44537012874073,60.558650707222704
40d9bf7e-2f17-4043-a786-9fb92d097e8f,2,1,4,18.280502475988474,281.3999559238771,15.247667882027104,60.61732742032256
40dc0957-41ac-4fd1-aac9-09f0a1aaa2b3,2,2,0,18.280502475988474,15.53125,15.44537012874073,16.404727556366524
40df8dcb-f9b5-4a27-bb6e-fb11b454d5ef,2,2,1,18.280502475988474,15.53125,11.971680791222932,14.667882887607623
40e2d487-306f-4215-b999-67be476e33cc,5,1,1,19.839439396523534,281.3999559238771,11.971680791222932,59.498979515098824
40e36cb0-05cd-463c-a031-cc78d8f74916,0,2,1,17.80791896661847,15.53125,11.971680791222932,14.510355051150958
40e3e34f-3128-4011-8e86-361faa742a1c,0,2,2,17.80791896661847,15.53125,12.502815227111812,14.775922269095396
40f84842-1759-4be2-8329-822dd21e42de,1,1,3,18.15067414434237,281.3999559238771,16.279023829441762,61.089729283481184
41017982-d14a-405a-b87e-df40efd3ca11,2,2,1,18.280502475988474,15.53125,11.971680791222932,14.667882887607623
410391d3-38b4-40ae-b902-fb079b6e41a1,1,2,0,18.15067414434237,15.53125,15.44537012874073,16.36145144581782
41086442-fdc9-46f4-8b9f-526097c3e734,8,1,0,19.728995826409644,281.3999559238771,15.44537012874073,61.19900966048642
41200605-a28c-4c9d-9816-a45e35ac6576,2,1,1,18.280502475988474,281.3999559238771,11.971680791222932,58.979333874920464
41223f90-62c1-48ad-8e45-0b4ec0916206,5,2,2,19.839439396523534,15.53125,12.502815227111812,15.453095745730417
41226713-3b6e-4201-99a6-28db34ef1847,3,1,4,24.833384017079982,281.3999559238771,15.247667882027104,62.80162126735306
41249ee8-3692-492b-a8fb-798025e0509d,1,1,1,18.15067414434237,281.3999559238771,11.971680791222932,58.936057764371775
412defd4-8ecf-4707-8220-c138ed10b63f,3,1,4,24.833384017079982,281.3999559238771,15.247667882027104,62.80162126735306
412f8a54-7209-4fe2-97f1-a46c87109c42,0,1,3,17.80791896661847,281.3999559238771,16.279023829441762,60.97547755757322
4130c60b-6f9f-4365-9c7c-8ffd6bbf328f,3,1,2,24.833384017079982,281.3999559238771,12.502815227111812,61.42919493989542
4133dbc1-a5d9-41d9-810f-731df1f3c831,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
413492c7-f4e0-4026-8688-4a6926684ffd,3,0,0,24.833384017079982,32.50396825396825,15.44537012874073,21.417807779058403
413dc6e3-515b-449a-82e9-fc0458260736,8,1,1,19.728995826409644,281.3999559238771,11.971680791222932,59.462164991727526
414228db-08b2-4166-a88d-1df2025c05aa,3,1,2,24.833384017079982,281.3999559238771,12.502815227111812,61.42919493989542
41459b63-947c-42c8-a914-b9851d0ca3ab,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
414a3c53-bd45-42ae-b529-6dab0da7ebc4,6,1,1,17.463155070668606,281.3999559238771,11.971680791222932,58.70688473981386
414e80c4-41e9-4a94-9bb5-3720fa58087c,2,2,3,18.280502475988474,15.53125,16.279023829441762,16.821554406717038
4157a588-4104-475f-8905-e8992be73a83,2,1,0,18.280502475988474,281.3999559238771,15.44537012874073,60.71617854367937
415bcb15-52c4-49b2-a810-7de4cc12998d,5,2,4,19.839439396523534,15.53125,15.247667882027104,16.825522073188065
41684d55-cf28-66ae-195c-123883787aca,8,1,1,19.728995826409644,281.3999559238771,11.971680791222932,59.462164991727526
416c47dd-02c6-4f15-8232-4cbe3ffbeb3d,5,2,2,19.839439396523534,15.53125,12.502815227111812,15.453095745730417
416d3253-78c1-4c13-9ea4-592c3a0b26c9,0,2,4,17.80791896661847,15.53125,15.247667882027104,16.148348596553042
4178e98e-114a-48ce-8c32-149d82a9e910,1,1,4,18.15067414434237,281.3999559238771,15.247667882027104,60.57405130977386
4178ea8f-5ffc-4f77-a6f9-917afa07639f,3,2,3,24.833384017079982,15.53125,16.279023829441762,19.00584825374754
417d4445-1fe6-4c3a-b23c-9c7f2b32206d,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
417faece-a03f-48d0-853a-0f9cfef5081a,0,2,2,17.80791896661847,15.53125,12.502815227111812,14.775922269095396
41866e56-5b6b-4d20-99dd-ac97d674a050,0,1,3,17.80791896661847,281.3999559238771,16.279023829441762,60.97547755757322
4188d399-adb7-4abd-a995-fc9caa927315,2,2,4,18.280502475988474,15.53125,15.247667882027104,16.30587643300971
418b6798-6bf5-4bbe-aa84-8a5ebdcde4b9,3,1,2,24.833384017079982,281.3999559238771,12.502815227111812,61.42919493989542
418f769d-0a08-461d-8741-38c1e77ffb1e,8,2,3,19.728995826409644,15.53125,16.279023829441762,17.304385523524093
41991fd9-6fbf-4637-96db-0627f7c93bdd,3,1,3,24.833384017079982,281.3999559238771,16.279023829441762,63.3172992410604
419de048-e91e-4e88-9e6e-2f7640b17f54,5,0,2,19.839439396523534,32.50396825396825,12.502815227111812,18.281882121391792
41b2015c-37ff-4bf0-8c64-f19d6ab2a774,5,2,2,19.839439396523534,15.53125,12.502815227111812,15.453095745730417
41b55cc3-9e06-4559-a449-7867c2523995,3,1,2,24.833384017079982,281.3999559238771,12.502815227111812,61.42919493989542
41b59e36-9d52-4197-9e44-626a7ae0496e,3,1,4,24.833384017079982,281.3999559238771,15.247667882027104,62.80162126735306
41b605b1-c7f3-4ef4-843d-4a4b54378d1c,1,1,0,18.15067414434237,281.3999559238771,15.44537012874073,60.672902433130666
41bb980c-0746-67c2-aa03-9060aa0e4f03,3,1,3,24.833384017079982,281.3999559238771,16.279023829441762,63.3172992410604
41bf6938-8e73-4125-98a6-b036fe1d354d,9,2,1,17.77219711428424,15.53125,11.971680791222932,14.498447767039545
41c1faa5-ec32-42a5-8929-7372d3ecae1a,0,1,2,17.80791896661847,281.3999559238771,12.502815227111812,59.08737325640825
41c382c7-9c7b-67db-1134-932988d45e59,3,1,2,24.833384017079982,281.3999559238771,12.502815227111812,61.42919493989542
41c56f51-4194-4d1f-a620-34814bae1aa6,0,2,1,17.80791896661847,15.53125,11.971680791222932,14.510355051150958
41d64337-b9e1-463e-964e-471fb41bc562,9,2,6,17.77219711428424,15.53125,15.52557479783676,16.275394770346463
41d78db4-01d5-4679-93bb-e4c3451d0252,3,2,2,24.833384017079982,15.53125,12.502815227111812,17.11774395258257
41f89a9b-e66d-4e1a-bb45-f52119e1e0c4,8,1,2,19.728995826409644,281.3999559238771,12.502815227111812,59.72773220967196
41fdc126-f76c-40e3-bf78-4c66e30f30cc,0,2,3,17.80791896661847,15.53125,16.279023829441762,16.664026570260372
41fe5761-1cae-4f00-be65-d2f877fbc01b,2,2,3,18.280502475988474,15.53125,16.279023829441762,16.821554406717038
42036ecf-5944-4b06-a41e-014a5a9c6f3e,0,2,2,17.80791896661847,15.53125,12.502815227111812,14.775922269095396
420a8892-21a1-4f8e-b2fe-f0a0e13470ad,2,2,1,18.280502475988474,15.53125,11.971680791222932,14.667882887607623
4210bf95-ca77-4b13-9f4c-b6717acb565b,1,2,2,18.15067414434237,15.53125,12.502815227111812,14.890173995003364
42130cbb-ba1a-424c-9cbf-d740b494137e,0,1,1,17.80791896661847,281.3999559238771,11.971680791222932,58.8218060384638
4215d68a-a13d-4018-bf2e-59ba09d10c9a,5,1,6,19.839439396523534,281.3999559238771,15.52557479783676,61.27592651840575
421c1686-56b8-43a5-9c34-90dc0f228e64,1,1,3,18.15067414434237,281.3999559238771,16.279023829441762,61.089729283481184
421e1c09-5aba-484d-bbf4-2974509f80f1,3,1,3,24.833384017079982,281.3999559238771,16.279023829441762,63.3172992410604
42217f49-3b52-434c-a696-2ee9dcd9b184,9,1,3,17.77219711428424,281.3999559238771,16.279023829441762,60.96357027346181
4221eaf1-29cf-4d05-afaa-b5eb6a8c0287,3,1,0,24.833384017079982,281.3999559238771,15.44537012874073,62.90047239070987
42243b93-555b-4b0d-88a4-6ba2da960037,4,2,1,20.61108585914832,15.53125,11.971680791222932,15.444744015327572
4224946d-ed0f-4a3e-a443-1b9e0733d47b,8,2,1,19.728995826409644,15.53125,11.971680791222932,15.15071400441468
4236c85c-5361-4dd1-8e9c-b4dfb494bcee,9,2,1,17.77219711428424,15.53125,11.971680791222932,14.498447767039545
424209e4-2543-4ec1-b51d-9480797909c3,2,1,1,18.280502475988474,281.3999559238771,11.971680791222932,58.979333874920464
42442809-9cea-4c55-b104-5ed0622df3d3,0,1,2,17.80791896661847,281.3999559238771,12.502815227111812,59.08737325640825
4249bb6c-cd6c-4539-91e0-2245e615fd41,2,1,3,18.280502475988474,281.3999559238771,16.279023829441762,61.13300539402989
42520461-9458-4fee-9545-65cce9423a7e,2,1,1,18.280502475988474,281.3999559238771,11.971680791222932,58.979333874920464
425581e9-a038-4df2-bbd9-eef79b1ad1d5,8,1,6,19.728995826409644,281.3999559238771,15.52557479783676,61.23911199503444
42569372-c5a2-40a9-8aab-92c720ffe3ad,1,2,1,18.15067414434237,15.53125,11.971680791222932,14.624606777058924
425afa9c-30a7-410e-a50e-9756ffe2e1b3,2,1,3,18.280502475988474,281.3999559238771,16.279023829441762,61.13300539402989
425c309b-6f47-410a-80b0-4575fbb90b0d,8,2,2,19.728995826409644,15.53125,12.502815227111812,15.416281222359123
425ddcf7-009e-4509-9aff-81e01ef6a0bc,3,2,2,24.833384017079982,15.53125,12.502815227111812,17.11774395258257
425f3b4e-3ed2-44eb-982f-04aa77013656,0,1,4,17.80791896661847,281.3999559238771,15.247667882027104,60.459799583865895
4260f4dd-be97-4e90-8e9e-6d0704e3a319,3,1,4,24.833384017079982,281.3999559238771,15.247667882027104,62.80162126735306
4261958e-9281-4478-bb7e-72b51e62a3cf,8,1,3,19.728995826409644,281.3999559238771,16.279023829441762,61.61583651083694
426721f6-7ed5-496a-a0f0-0e19bc10e724,5,2,2,19.839439396523534,15.53125,12.502815227111812,15.453095745730417
4267c855-b65f-4f7d-be02-f3b73938c417,8,1,1,19.728995826409644,281.3999559238771,11.971680791222932,59.462164991727526
42695223-8d5e-4d03-86ab-3fea0744bc84,0,1,1,17.80791896661847,281.3999559238771,11.971680791222932,58.8218060384638
4270fd1a-b4a2-4dbc-a94a-c62b51796a8a,5,1,2,19.839439396523534,281.3999559238771,12.502815227111812,59.76454673304327
4272b30e-07a2-49d3-a323-99ba18e832b9,3,1,4,24.833384017079982,281.3999559238771,15.247667882027104,62.80162126735306
4272dfba-515f-4552-878f-0089cff8e349,6,2,6,17.463155070668606,15.53125,15.52557479783676,16.172380755807918
42733507-eef7-4b7e-861b-b2b9c3a3f637,2,2,1,18.280502475988474,15.53125,11.971680791222932,14.667882887607623
4275da54-b1d2-4138-8964-123aba82f01f,6,2,3,17.463155070668606,15.53125,16.279023829441762,16.549105271610415
427c0475-bd0f-6f8e-be3e-09c119fbb736,0,1,4,17.80791896661847,281.3999559238771,15.247667882027104,60.459799583865895
4285941e-9701-47fd-a0df-67bc8f49dfb0,4,2,3,20.61108585914832,15.53125,16.279023829441762,17.598415534436988
428771d4-7222-4ac0-812a-406c5fd7cc06,3,1,3,24.833384017079982,281.3999559238771,16.279023829441762,63.3172992410604
4289f95a-573f-4fc0-a383-8f03d8d7e2b8,1,2,1,18.15067414434237,15.53125,11.971680791222932,14.624606777058924
428d4cf5-15fa-4831-80e5-8ffcdb71fa25,3,1,6,24.833384017079982,281.3999559238771,15.52557479783676,62.940574725257896
42940b17-f9ca-4491-91b4-08e201e5d64e,1,2,3,18.15067414434237,15.53125,16.279023829441762,16.778278296168338
429b55e9-6cbf-4dc4-93a0-b2d2a9ad9e6d,2,1,3,18.280502475988474,281.3999559238771,16.279023829441762,61.13300539402989
42aaa692-a738-4dfc-9b63-e9ce38d855a4,0,2,1,17.80791896661847,15.53125,11.971680791222932,14.510355051150958
42ae9bae-76a8-416a-a2c0-eb36add22a74,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
42aeb0a3-865c-42a1-a3b9-f654fb1f1ede,1,1,3,18.15067414434237,281.3999559238771,16.279023829441762,61.089729283481184
42b9dc5f-6232-49bc-b953-24e8f9665d88,2,2,1,18.280502475988474,15.53125,11.971680791222932,14.667882887607623
42ba8b9e-0e88-4560-84d4-554357632425,6,1,0,17.463155070668606,281.3999559238771,15.44537012874073,60.44372940857275
42c55dcd-2860-4c8a-92af-862eea919464,3,1,2,24.833384017079982,281.3999559238771,12.502815227111812,61.42919493989542
42d24918-4914-42ba-afc6-0fc9f3e38db7,5,1,3,19.839439396523534,281.3999559238771,16.279023829441762,61.65265103420825
42da5519-553a-46c7-8b72-867653e7ee2d,5,2,2,19.839439396523534,15.53125,12.502815227111812,15.453095745730417
42e4f983-ceba-4be7-8cee-c3235009171c,9,1,1,17.77219711428424,281.3999559238771,11.971680791222932,58.80989875435239
42e741dc-d8e7-414e-a373-95db40d14e93,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
42e9acce-0d18-49fa-86d3-e67a36dda700,3,0,6,24.833384017079982,32.50396825396825,15.52557479783676,21.457910113606417
42f1712c-25eb-46ec-970a-75e7ab658a56,4,1,1,20.61108585914832,281.3999559238771,11.971680791222932,59.756195002640425
42f36fd4-24aa-408e-9bfe-b0e04c97ff36,4,2,4,20.61108585914832,15.53125,15.247667882027104,17.082737560729658
42f7c028-6fe8-6348-bcf8-5fd2bdb45cf0,3,1,3,24.833384017079982,281.3999559238771,16.279023829441762,63.3172992410604
43006849-5e00-4c3f-83b5-bc90cf972795,2,2,0,18.280502475988474,15.53125,15.44537012874073,16.404727556366524
4302adc7-b81e-4a17-8e4a-6f084add186c,0,1,1,17.80791896661847,281.3999559238771,11.971680791222932,58.8218060384638
4306039c-8cd3-4cc5-81b7-310806fde925,5,1,0,19.839439396523534,281.3999559238771,15.44537012874073,61.23582418385772
430d0277-9a9b-4364-9de5-6fb2e607a146,6,1,3,17.463155070668606,281.3999559238771,16.279023829441762,60.860556258923275
430efd94-ec01-411e-a97d-9124237c48a8,2,1,2,18.280502475988474,281.3999559238771,12.502815227111812,59.244901092864914
43168daa-7b33-4b79-97cb-501038d7c608,1,2,1,18.15067414434237,15.53125,11.971680791222932,14.624606777058924
431cecff-0363-41d5-8f3b-e41f93d79c37,8,1,1,19.728995826409644,281.3999559238771,11.971680791222932,59.462164991727526
431d5271-ff68-4677-a0cf-94e104c15d9e,1,2,3,18.15067414434237,15.53125,16.279023829441762,16.778278296168338
431ec316-e279-66ec-ae3c-cf94005107e7,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
431edd44-9319-4511-b3bf-34ae302de8f2,0,2,2,17.80791896661847,15.53125,12.502815227111812,14.775922269095396
4324fc18-480a-46e4-bc3b-851f066a64a4,3,1,0,24.833384017079982,281.3999559238771,15.44537012874073,62.90047239070987
432dd1e9-038c-409f-8095-8b018d8ae50c,4,1,3,20.61108585914832,281.3999559238771,16.279023829441762,61.90986652174984
43323fc2-5ffc-45c9-94cc-09f4b70d0c70,3,1,3,24.833384017079982,281.3999559238771,16.279023829441762,63.3172992410604
43410113-3af7-46dc-8fbc-9415a7e27da7,1,1,0,18.15067414434237,281.3999559238771,15.44537012874073,60.672902433130666
4344993f-1156-4b1a-ad0d-af870e0f0b15,0,2,2,17.80791896661847,15.53125,12.502815227111812,14.775922269095396
43483cbd-99d6-41b4-8add-9e31bc6dc208,3,1,0,24.833384017079982,281.3999559238771,15.44537012874073,62.90047239070987
43499921-06ab-461c-8f97-da8035242c04,3,1,2,24.833384017079982,281.3999559238771,12.502815227111812,61.42919493989542
4352d9ae-4a0c-40b2-8382-e332bb50a084,6,1,2,17.463155070668606,281.3999559238771,12.502815227111812,58.972451957758295
435768e5-4c0b-4df1-a8ea-b19623e5d5af,3,1,3,24.833384017079982,281.3999559238771,16.279023829441762,63.3172992410604
4358cd1d-306e-4872-b0ff-5b0baefb0aca,8,1,2,19.728995826409644,281.3999559238771,12.502815227111812,59.72773220967196
43686a9d-7bc9-4116-b726-1b17069e40fc,3,1,3,24.833384017079982,281.3999559238771,16.279023829441762,63.3172992410604
436bbafd-e52b-4829-af4f-71a9eb620c56,0,2,1,17.80791896661847,15.53125,11.971680791222932,14.510355051150958
436dac3d-c04e-44c8-a122-6735b8c5a494,0,1,1,17.80791896661847,281.3999559238771,11.971680791222932,58.8218060384638
436e87f4-6d3c-4278-93c0-109821a947bf,1,2,3,18.15067414434237,15.53125,16.279023829441762,16.778278296168338
436f885d-28ad-45b5-af3e-df7f6ecdf01f,9,1,2,17.77219711428424,281.3999559238771,12.502815227111812,59.07546597229683
43713ea8-6444-488a-baeb-bd62b3a152c4,3,1,3,24.833384017079982,281.3999559238771,16.279023829441762,63.3172992410604
43791b6e-1a70-4a37-9d4c-bb09ae55094d,8,1,6,19.728995826409644,281.3999559238771,15.52557479783676,61.23911199503444
437e90a2-353e-4270-9067-6fe3369c4d7f,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
43850482-26f3-4508-aa81-b92bf3fdfec2,5,1,3,19.839439396523534,281.3999559238771,16.279023829441762,61.65265103420825
438533af-75ce-4e55-9bc0-85d2f881586d,5,2,0,19.839439396523534,15.53125,15.44537012874073,16.924373196544877
438de9e7-9b64-413d-8624-a14009a61899,3,2,4,24.833384017079982,15.53125,15.247667882027104,18.490170280040214
4392f283-d3d1-4ed1-af64-c094c35c00b6,8,2,6,19.728995826409644,15.53125,15.52557479783676,16.927661007721596
43a0fd05-945c-4496-bf12-1a6ffe2567ca,4,1,0,20.61108585914832,281.3999559238771,15.44537012874073,61.493039671399316
43a1a253-7db1-486b-84be-e9407130df2d,8,1,0,19.728995826409644,281.3999559238771,15.44537012874073,61.19900966048642
43a567ee-9e7a-45c1-8969-4ada7b543d06,3,1,0,24.833384017079982,281.3999559238771,15.44537012874073,62.90047239070987
43a94d92-06c7-5da3-1329-e04fed73b539,3,1,0,24.833384017079982,281.3999559238771,15.44537012874073,62.90047239070987
43b336ce-5a22-4e5c-8d27-2a7243ac1e13,3,1,0,24.833384017079982,281.3999559238771,15.44537012874073,62.90047239070987
43b5c7d1-0f52-4380-bf9a-d1f1ef33fb20,0,2,3,17.80791896661847,15.53125,16.279023829441762,16.664026570260372
43bb2f7e-2d63-4d45-924a-c98909bb29bb,5,2,2,19.839439396523534,15.53125,12.502815227111812,15.453095745730417
43c2d923-5740-4b30-86df-2e4f1c12f223,3,1,2,24.833384017079982,281.3999559238771,12.502815227111812,61.42919493989542
43c2f7b9-b355-4454-bb43-836f819214b6,9,2,6,17.77219711428424,15.53125,15.52557479783676,16.275394770346463
43c45acc-bd11-6235-a48a-270f13b384f5,5,1,1,19.839439396523534,281.3999559238771,11.971680791222932,59.498979515098824
43d1d496-4304-45af-9e57-748c2b678579,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
43dafc42-e5d2-4d77-9f8a-b53c81271b5c,5,2,2,19.839439396523534,15.53125,12.502815227111812,15.453095745730417
43e65f6c-92e0-48c7-a03a-5c73a2ff3489,3,1,2,24.833384017079982,281.3999559238771,12.502815227111812,61.42919493989542
43f3350b-5457-6d46-a1c3-204a353df490,1,2,0,18.15067414434237,15.53125,15.44537012874073,16.36145144581782
43f9430f-d187-46d7-a7fd-b93299a9932e,0,0,4,17.80791896661847,32.50396825396825,15.247667882027104,18.97713497221442
43fb7329-4664-4d5f-9529-c96b46f2a44e,3,1,3,24.833384017079982,281.3999559238771,16.279023829441762,63.3172992410604
43fd6028-e36f-47e2-8d92-3e80c5993e16,6,1,3,17.463155070668606,281.3999559238771,16.279023829441762,60.860556258923275
440351ed-0012-456f-b50f-c4fd940555e7,4,1,0,20.61108585914832,281.3999559238771,15.44537012874073,61.493039671399316
4408105f-735a-468d-a4a8-a7bce3535885,5,1,0,19.839439396523534,281.3999559238771,15.44537012874073,61.23582418385772
44125d8c-3b90-47e4-a7d9-9570d9c08e83,9,2,3,17.77219711428424,15.53125,16.279023829441762,16.65211928614896
44127c0d-243c-67e0-a5f8-05fe627d700b,5,1,0,19.839439396523534,281.3999559238771,15.44537012874073,61.23582418385772
441b216b-7620-4047-bce2-d32b4914d8ef,0,1,0,17.80791896661847,281.3999559238771,15.44537012874073,60.558650707222704
441ec084-1c74-426e-8ed6-143165fdea00,2,1,1,18.280502475988474,281.3999559238771,11.971680791222932,58.979333874920464
4428c0dd-44f7-4c80-b7c9-109c2e20efd1,0,2,2,17.80791896661847,15.53125,12.502815227111812,14.775922269095396
442fbf14-af35-4103-ae08-b716b8f2253c,0,2,1,17.80791896661847,15.53125,11.971680791222932,14.510355051150958
443253aa-c049-48f8-baa5-644209e3964e,9,2,0,17.77219711428424,15.53125,15.44537012874073,16.235292435798446
44370a51-5b27-463f-b274-8e06da67f904,3,2,4,24.833384017079982,15.53125,15.247667882027104,18.490170280040214
443caf69-05ae-4539-8cf2-aeeb2bee243e,3,1,3,24.833384017079982,281.3999559238771,16.279023829441762,63.3172992410604
443dd1a6-d746-46b6-82e2-5aec04e22e35,9,1,2,17.77219711428424,281.3999559238771,12.502815227111812,59.07546597229683
443f0c15-2efe-4d3c-ac4a-80edf27789b6,3,1,2,24.833384017079982,281.3999559238771,12.502815227111812,61.42919493989542
44516a7f-2cba-4cfd-9ed2-b8608878440c,8,2,0,19.728995826409644,15.53125,15.44537012874073,16.88755867317358
445344ff-d792-4d19-85c6-af78da724aa7,0,2,1,17.80791896661847,15.53125,11.971680791222932,14.510355051150958
446208ec-a8f5-45ca-9cc0-e62d73cb354b,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
44622fc6-dff7-4e5c-945b-b7da82029b7c,1,1,2,18.15067414434237,281.3999559238771,12.502815227111812,59.20162498231621
4469c04a-4c51-4a39-8a0e-89bf23915209,9,2,2,17.77219711428424,15.53125,12.502815227111812,14.764014984983987
4482a1b0-7ef9-4f41-9405-361c5c446e67,8,1,6,19.728995826409644,281.3999559238771,15.52557479783676,61.23911199503444
44837d3b-249b-4047-8681-2164056cbe2e,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
44854b16-c99d-4c5a-be27-40c0abfc0606,0,1,4,17.80791896661847,281.3999559238771,15.247667882027104,60.459799583865895
44867e69-e9b2-463a-862e-75dfd2032d3a,0,1,2,17.80791896661847,281.3999559238771,12.502815227111812,59.08737325640825
449642e9-318c-45fb-a8a3-584e369bfd8b,8,1,2,19.728995826409644,281.3999559238771,12.502815227111812,59.72773220967196
44a2202f-dbc4-4a91-aa79-13d9203b4ca3,2,0,6,18.280502475988474,32.50396825396825,15.52557479783676,19.273616266575914
44aa6d17-4080-4d71-ab8e-24cb641481b5,0,2,1,17.80791896661847,15.53125,11.971680791222932,14.510355051150958
44ae6369-44c1-6ead-b9f3-e404b13393d4,4,2,2,20.61108585914832,15.53125,12.502815227111812,15.710311233272014
44b14942-6b56-48f8-b583-bdc1b6bdadcd,5,1,2,19.839439396523534,281.3999559238771,12.502815227111812,59.76454673304327
44b62f38-ccd3-4ee3-9abc-e3e6021e0124,4,1,1,20.61108585914832,281.3999559238771,11.971680791222932,59.756195002640425
44b6fc29-1704-4cb8-92dc-6b77feb07044,3,1,2,24.833384017079982,281.3999559238771,12.502815227111812,61.42919493989542
44b9c944-98b1-6c07-24dd-20973438aaba,1,2,2,18.15067414434237,15.53125,12.502815227111812,14.890173995003364
44bc8aa7-2cdf-40a6-a39f-bf8ef901af55,4,2,3,20.61108585914832,15.53125,16.279023829441762,17.598415534436988
44c06df0-0691-4b50-a2d2-1471b7275bb6,9,2,2,17.77219711428424,15.53125,12.502815227111812,14.764014984983987
44c0ad44-5685-6e84-ae93-697a1e9d0f0d,6,1,2,17.463155070668606,281.3999559238771,12.502815227111812,58.972451957758295
44c31021-b215-45c9-a1cb-4b2c370d0135,1,1,3,18.15067414434237,281.3999559238771,16.279023829441762,61.089729283481184
44cd9f2c-0bf8-43ea-ab4a-e8cc9f5423db,5,2,1,19.839439396523534,15.53125,11.971680791222932,15.187528527785977
44de9d6e-9375-448f-9936-f3e96a325c7a,2,1,1,18.280502475988474,281.3999559238771,11.971680791222932,58.979333874920464
44e2ad79-1390-42ea-80de-13da22df0e83,9,2,2,17.77219711428424,15.53125,12.502815227111812,14.764014984983987
