device_aid,cafe_cluster,ping_cluster,restaurant_cluster,cafe_richness_score,ping_richness_score,restaurant_richness_score,OverallRichnessScore
03175483-ba67-4563-9bdd-abe2761ae86b,5,1,3,19.839439396523534,281.3999559238771,16.279023829441762,61.65265103420825
03196c61-eecd-4aa8-a81d-74142200459e,3,1,0,24.833384017079982,281.3999559238771,15.44537012874073,62.90047239070987
0326304d-8acd-4408-8d6f-fab3136dee32,3,1,2,24.833384017079982,281.3999559238771,12.502815227111812,61.42919493989542
03269cc5-1ab5-4895-8d8a-fb5428b72523,4,2,1,20.61108585914832,15.53125,11.971680791222932,15.444744015327572
0326b24a-a879-4647-8600-7070ac73725e,1,2,2,18.15067414434237,15.53125,12.502815227111812,14.890173995003364
032f77d5-019f-4166-a422-a900b2ba4770,3,1,3,24.833384017079982,281.3999559238771,16.279023829441762,63.3172992410604
033a5794-cdda-41d1-a9d3-c925bd5b6acd,0,2,1,17.80791896661847,15.53125,11.971680791222932,14.510355051150958
033f50c6-78d0-465e-9c2b-517ff1f16f47,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
03410515-44ee-4687-bac9-881675b0a02a,9,2,3,17.77219711428424,15.53125,16.279023829441762,16.65211928614896
034aa062-01a6-42d8-b7c6-fc4b393285ba,0,2,2,17.80791896661847,15.53125,12.502815227111812,14.775922269095396
034c327d-2eed-49a8-89e3-e37e0b8c5d2a,0,1,4,17.80791896661847,281.3999559238771,15.247667882027104,60.459799583865895
03538133-f7d4-4883-acdf-b5aeb6ee66ca,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
0353c525-869b-4d61-8e66-8bbdfec0ae07,9,2,3,17.77219711428424,15.53125,16.279023829441762,16.65211928614896
035cacc9-8871-652b-ac1d-e9852dbb5ea2,1,2,4,18.15067414434237,15.53125,15.247667882027104,16.262600322461008
0362ccfe-9db2-4047-a2d6-a965e88d9126,5,1,0,19.839439396523534,281.3999559238771,15.44537012874073,61.23582418385772
036e060b-db18-4bb4-97ca-04449c8e968d,1,2,0,18.15067414434237,15.53125,15.44537012874073,16.36145144581782
03747b79-2883-493b-aaf3-63dbb18ca990,9,2,1,17.77219711428424,15.53125,11.971680791222932,14.498447767039545
0375ba31-1da8-4475-a2e8-8c1aca3efd2f,2,1,1,18.280502475988474,281.3999559238771,11.971680791222932,58.979333874920464
03780dfa-eca0-41cb-a43a-e56f01bd649a,1,2,2,18.15067414434237,15.53125,12.502815227111812,14.890173995003364
037a100b-d755-4b5f-a84a-f83da9ce20cd,2,2,2,18.280502475988474,15.53125,12.502815227111812,14.933450105552064
037fd69b-1d7c-46b9-a704-ddcc383f2f82,3,1,2,24.833384017079982,281.3999559238771,12.502815227111812,61.42919493989542
03890412-3ab4-414f-a322-b0e105ea4d84,5,1,2,19.839439396523534,281.3999559238771,12.502815227111812,59.76454673304327
0389571d-0ff7-4d17-9a45-93ab8e44d05c,3,0,1,24.833384017079982,32.50396825396825,11.971680791222932,19.6809631102995
038a37c5-6e2c-4a2c-8d98-8248e6102823,8,1,6,19.728995826409644,281.3999559238771,15.52557479783676,61.23911199503444
0399a39e-0412-5011-a773-dceac053fb7a,1,1,6,18.15067414434237,281.3999559238771,15.52557479783676,60.71300476767868
039e9848-7529-4b50-a0e4-d397563529b1,3,2,4,24.833384017079982,15.53125,15.247667882027104,18.490170280040214
039eda2b-d817-4971-b32a-8da5473b2e4c,0,2,3,17.80791896661847,15.53125,16.279023829441762,16.664026570260372
03a279c9-c0ca-42dd-ba0d-adf419580c0a,3,1,1,24.833384017079982,281.3999559238771,11.971680791222932,61.16362772195098
03a4062a-b5db-4ef3-853f-61158d319583,3,0,2,24.833384017079982,32.50396825396825,12.502815227111812,19.94653032824394
03aee645-36e5-4036-9c07-507bf72b3343,3,1,3,24.833384017079982,281.3999559238771,16.279023829441762,63.3172992410604
03b5f26d-9098-481a-ae5d-a70cd6af4fb7,3,2,1,24.833384017079982,15.53125,11.971680791222932,16.852176734638125
03b70d0e-ccee-64c2-13b2-9244f8a0dc07,1,1,1,18.15067414434237,281.3999559238771,11.971680791222932,58.936057764371775
03b91a34-e3a4-415d-bc66-225026c3fd39,5,1,2,19.839439396523534,281.3999559238771,12.502815227111812,59.76454673304327
03bb0d39-4b39-47e8-9945-cba2090c7c6a,2,2,1,18.280502475988474,15.53125,11.971680791222932,14.667882887607623
03c60c78-2fef-4052-aaec-857b600cc544,0,2,0,17.80791896661847,15.53125,15.44537012874073,16.247199719909855
03cab3cf-590d-4736-8539-d229796095ae,2,2,6,18.280502475988474,15.53125,15.52557479783676,16.444829890914537
03d5c683-afe7-4ec8-acfe-e8b32101daf2,0,1,1,17.80791896661847,281.3999559238771,11.971680791222932,58.8218060384638
03ddfb10-a9eb-490f-a01d-c6e8eb133d46,6,2,3,17.463155070668606,15.53125,16.279023829441762,16.549105271610415
03e3a542-2a40-4b99-878f-b3d40172411d,3,1,4,24.833384017079982,281.3999559238771,15.247667882027104,62.80162126735306
03ee249c-2379-574a-2935-4bf542b769e4,3,1,2,24.833384017079982,281.3999559238771,12.502815227111812,61.42919493989542
03eeda6f-00a2-4da4-a7a8-5b69c77bcb68,3,1,0,24.833384017079982,281.3999559238771,15.44537012874073,62.90047239070987
03f07a07-c304-44cc-997d-d760a00ea0c9,9,2,1,17.77219711428424,15.53125,11.971680791222932,14.498447767039545
03f21727-0f1d-4dd6-b88e-00d7a0d8a7fc,2,2,1,18.280502475988474,15.53125,11.971680791222932,14.667882887607623
03f53146-6a6e-4681-8be9-83962278c11c,5,1,3,19.839439396523534,281.3999559238771,16.279023829441762,61.65265103420825
03f7dfea-40a0-6764-2289-fdd07dc183e5,8,1,3,19.728995826409644,281.3999559238771,16.279023829441762,61.61583651083694
03f845cb-9191-4e98-98c2-49e233a9816e,0,2,3,17.80791896661847,15.53125,16.279023829441762,16.664026570260372
0400a77b-9268-4da3-9e4f-71a85e8ce16d,2,1,0,18.280502475988474,281.3999559238771,15.44537012874073,60.71617854367937
0409f70c-fae0-4772-96e0-49c7919c9b48,3,2,1,24.833384017079982,15.53125,11.971680791222932,16.852176734638125
040d2f14-50c7-448d-a7af-9e00f6e1618a,9,2,1,17.77219711428424,15.53125,11.971680791222932,14.498447767039545
040f2648-10fc-42d4-8089-bc7dd26dd318,4,2,2,20.61108585914832,15.53125,12.502815227111812,15.710311233272014
041a8619-804d-4c66-aa80-3390a7992dbd,1,2,2,18.15067414434237,15.53125,12.502815227111812,14.890173995003364
041bd62d-31f0-4223-b8e0-8c839652d339,9,1,2,17.77219711428424,281.3999559238771,12.502815227111812,59.07546597229683
04202ed9-27cc-4ec8-8d62-bc2f1b2e580e,0,1,2,17.80791896661847,281.3999559238771,12.502815227111812,59.08737325640825
043283ec-919c-4eef-994b-1c4914c5208a,5,1,0,19.839439396523534,281.3999559238771,15.44537012874073,61.23582418385772
04411a7b-0e0b-48c5-bf4c-3b7dd85d6ace,3,1,0,24.833384017079982,281.3999559238771,15.44537012874073,62.90047239070987
04430faf-2aef-46d3-a52c-eadfd197dda9,2,1,0,18.280502475988474,281.3999559238771,15.44537012874073,60.71617854367937
045b3078-0e40-4362-8f97-5f6066594b11,3,0,1,24.833384017079982,32.50396825396825,11.971680791222932,19.6809631102995
045c71eb-6cbe-4f64-ac1e-361a0e6ca181,9,1,2,17.77219711428424,281.3999559238771,12.502815227111812,59.07546597229683
045f4180-d3c3-4860-8ffb-cdffffe8daa3,0,2,0,17.80791896661847,15.53125,15.44537012874073,16.247199719909855
04634f19-00de-4a8c-91cc-8f55ca43c47f,3,1,3,24.833384017079982,281.3999559238771,16.279023829441762,63.3172992410604
0464aac7-59f3-4d1d-9193-941a31371d5a,3,1,2,24.833384017079982,281.3999559238771,12.502815227111812,61.42919493989542
0467fdf2-e09b-41ac-a4e7-c8d0d738b813,1,2,1,18.15067414434237,15.53125,11.971680791222932,14.624606777058924
0468c534-528f-45fe-aca1-103dc2f99bac,3,1,3,24.833384017079982,281.3999559238771,16.279023829441762,63.3172992410604
046d2229-519f-48ca-af1b-8fd21e55bb58,1,1,2,18.15067414434237,281.3999559238771,12.502815227111812,59.20162498231621
046d3c1b-ae95-4ea3-a6ce-7876fe9761cc,3,1,6,24.833384017079982,281.3999559238771,15.52557479783676,62.940574725257896
047fcf21-f1d2-4ef5-aef0-c4f2be2488a9,9,2,0,17.77219711428424,15.53125,15.44537012874073,16.235292435798446
04827ca1-7445-4b4e-a062-4bd13081f9e4,6,2,3,17.463155070668606,15.53125,16.279023829441762,16.549105271610415
0486a502-5a03-4579-9a89-36c4ddecef6b,6,1,1,17.463155070668606,281.3999559238771,11.971680791222932,58.70688473981386
048e1dc6-00dd-46f2-9d52-9560e5408ee6,3,2,6,24.833384017079982,15.53125,15.52557479783676,18.62912373794504
049007bd-96fb-4e4e-97a8-5ef42dda4696,6,2,2,17.463155070668606,15.53125,12.502815227111812,14.661000970445443
049156b1-2e53-41da-bbdd-11be9d359d76,6,1,1,17.463155070668606,281.3999559238771,11.971680791222932,58.70688473981386
04916992-e351-47a8-8872-b74732cd8a2a,0,2,1,17.80791896661847,15.53125,11.971680791222932,14.510355051150958
0495c9f6-43b3-4b9a-ab94-f0a817eb7495,1,2,1,18.15067414434237,15.53125,11.971680791222932,14.624606777058924
049d19f4-1d84-4deb-a898-f8b61584d49e,2,2,4,18.280502475988474,15.53125,15.247667882027104,16.30587643300971
049faf9b-d7aa-4aa2-b3bb-c0a89638c1ab,3,2,2,24.833384017079982,15.53125,12.502815227111812,17.11774395258257
04a1b531-2669-68f5-12ef-aa19047e1cb9,3,1,4,24.833384017079982,281.3999559238771,15.247667882027104,62.80162126735306
04abc398-3a25-63cd-bd6c-cda73952d593,2,0,1,18.280502475988474,32.50396825396825,11.971680791222932,17.496669263269
04b412d9-0eaa-420e-854b-9e24fcca780c,9,1,2,17.77219711428424,281.3999559238771,12.502815227111812,59.07546597229683
04b4564c-42e7-4df4-9969-122fa20f0653,2,1,0,18.280502475988474,281.3999559238771,15.44537012874073,60.71617854367937
04c2de5c-d210-4312-8977-61e315e27cf9,4,1,2,20.61108585914832,281.3999559238771,12.502815227111812,60.02176222058486
04c6149a-52bd-4d3c-b5bb-fe429c426f7d,6,1,1,17.463155070668606,281.3999559238771,11.971680791222932,58.70688473981386
04c7d9c0-87b9-438d-8804-92d16319a754,4,1,4,20.61108585914832,281.3999559238771,15.247667882027104,61.39418854804251
04c8ba37-66a8-4e2c-8ee5-a9c8fcf08138,6,2,6,17.463155070668606,15.53125,15.52557479783676,16.172380755807918
