isim;adres;latitude;longitude;google_maps_link
Coffee LAB Bolu;"Tabaklar Mah. Cumhuriyet Cad. Park Cafe 13 Bolu/Merkez; 14030 Bolu Merkez/Bolu; Türkiye";'40.7300953;'31.60429449999990;"https://www.google.com/maps?q=40.7300953;31.60429449999999"
Coffee LAB Caddebostan;"Caddebostan; Şht. Kadir Yildirim Sk No:4; 34710 Kadiköy/İstanbul; Türkiye";'40.9651713;'29.06554029999990;"https://www.google.com/maps?q=40.9651713;29.06554029999999"
Coffee LAB Çankırı;"Bugday Pazari; Carşamba Pazari Cd. No: 4 D:61; 18100 Cankiri Merkez/Cankiri; Türkiye";'40.5982193;'33.6216324;"https://www.google.com/maps?q=40.5982193;33.6216324"
Coffee LAB Çansera;"Cukurambar; Cansera Parki İçi; Ögretmenler Cd. No: 41/1; 06510 Cankaya/Ankara; Türkiye";'39.9038772;'32.7930061;"https://www.google.com/maps?q=39.9038772;32.7930061"
Coffee Lab Çukurambar;"Kizilirmak; Muhsin Yazicioglu Cd. 11/B; 06510 Cankaya/Ankara; Türkiye";'39.9044072;'32.8096808;"https://www.google.com/maps?q=39.9044072;32.8096808"
Coffee LAB Eryaman;"Şeyh Şamil; 1. TBMM Cd. Validebag Konagi No: 57; 06824 Etimesgut/Ankara; Türkiye";'39.9925532;'32.629873;"https://www.google.com/maps?q=39.9925532;32.629873"
Coffee LAB Eskişehir;"Hoşnudiye; Kizilcikli Mahmut Pehlivan Caddesi No-13; 26130 Tepebaşi/Eskişehir; Türkiye";'39.7780159;'30.5131892;"https://www.google.com/maps?q=39.7780159;30.5131892"
Coffee LAB Gölbaşı;"Gaziosmanpaşa; Sahil Cd. 12/A; 06830 Gölbaşi/Ankara; Türkiye";'39.786312;'32.8042522;"https://www.google.com/maps?q=39.786312;32.8042522"
Coffee LAB Hamamönü;"Hacettepe; Mehmet Akif Ersoy Sk. No: 1 A; 06230 Altindag/Ankara; Türkiye";'39.9332009;'32.8651989;"https://www.google.com/maps?q=39.9332009;32.8651989"
Coffee LAB Karanfil;"Kizilay; Meşrutiyet; Karanfil Sk. No:45; 06420 Cankaya/Ankara; Türkiye";'39.9166896;'32.8557132;"https://www.google.com/maps?q=39.9166896;32.8557132"
Coffee LAB Karşıyaka Löhner Köşkü;"Donanmaci; IC KAPI; Yali Blv. NO: 264 NO: 1; 35580 Karşiyaka/İzmir; Türkiye";'38.4540271;'27.1175288;"https://www.google.com/maps?q=38.4540271;27.1175288"
Coffee LAB Kaşmir;"Göksu; 1. TBMM Cd. No:8/35; 06820 Etimesgut/Ankara; Türkiye";'39.9898001;'32.6435472;"https://www.google.com/maps?q=39.9898001;32.6435472"
Coffee LAB Kızılay Bulvar;"Cumhuriyet; Atatürk Blv No:141; 06430 Cankaya/Ankara; Türkiye";'39.9155461;'32.854607;"https://www.google.com/maps?q=39.9155461;32.854607"
Coffee LAB Konutkent;"Prof. Dr. Ahmet Taner Kişlali; 2853. Cd. No:3/A; 06810 Cankaya/Ankara; Türkiye";'39.876335;'32.6801768;"https://www.google.com/maps?q=39.876335;32.6801768"
Coffee LAB Lara;"Fener; Villa dublex; Lara Cd. No:239/A A blok; 07230 Muratpaşa/Antalya; Türkiye";'36.8475392;'30.7605852;"https://www.google.com/maps?q=36.8475392;30.7605852"
Coffee LAB Meşrutiyet;"Meşrutiyet; Meşrutiyet Cd. 19/D; 06420 Cankaya/Ankara; Türkiye";'39.9182255;'32.8572322;"https://www.google.com/maps?q=39.9182255;32.8572322"
Coffee LAB Mithatpaşa;"Cumhuriyet; Mithatpaşa Cd. No:8/B; 06900 Cankaya/Ankara; Türkiye";'39.9254725;'32.8558375;"https://www.google.com/maps?q=39.9254725;32.8558375"
Coffee LAB Nata Vega;"Akşemsettin; 2308. Sokak; Nata Vega Outlet 1/A; 06630 Mamak/Ankara; Türkiye";'39.8867181;'32.9341876;"https://www.google.com/maps?q=39.8867181;32.9341876"
Coffee LAB Polatlı;"Cumhuriyet Mah. Ataturk Cad Necip Fazil Parki 2; Etap; 06900 Polatli/Ankara; Türkiye";'39.5867571;'32.1440749;"https://www.google.com/maps?q=39.5867571;32.1440749"
Coffee LAB Pursaklar;"Merkez; Yavuz Blv. No:89; 06145 Pursaklar/Ankara; Türkiye";'40.0465415;'32.8945001;"https://www.google.com/maps?q=40.0465415;32.8945001"
Coffee LAB Sakarya;"Cumhuriyet; Tuna Cd. No:5 A; 06430 Cankaya/Ankara; Türkiye";'39.9231832;'32.8552256;"https://www.google.com/maps?q=39.9231832;32.8552256"
Coffee LAB Sakarya 2;"Cumhuriyet; Bayindir-1 Sk. NO: 21; 06430 Cankaya/Ankara; Türkiye";'39.922178;'32.857249;"https://www.google.com/maps?q=39.922178;32.857249"
Coffee LAB Saraçoğlu;"Namik Kemal; 95. Cd. No: 1 /22 İç Kapi No: 1; 06420 Cankaya/Ankara; Türkiye";'39.9204269;'32.848963;"https://www.google.com/maps?q=39.9204269;32.848963"
Coffee LAB Tunalı Hilmi;"Remzi Oguz Arik; Tunali Hilmi Cd. No:82 B D:9; 06680 Cankaya/Ankara; Türkiye";'39.9061415;'32.8607081;"https://www.google.com/maps?q=39.9061415;32.8607081"
Coffee LAB Ümitköy;"Mutlukent; 1933. Sk. NO:9; 06800 Cankaya/Ankara; Türkiye";'39.8939944;'32.7040165;"https://www.google.com/maps?q=39.8939944;32.7040165"
Coffee LAB Van Der Zee;"Donanmaci; Cemal Gürsel Cd. No:324; 35220 Karşiyaka/İzmir; Türkiye";'38.4520968;'27.11511;"https://www.google.com/maps?q=38.4520968;27.11511"
Coffee LAB Vega Subayevleri;"Hasköy; Volkan Sk. No:1/45; 06135 Keçiören/Ankara; Türkiye";'39.9748747;'32.8839839;"https://www.google.com/maps?q=39.9748747;32.8839839"
Coffee LAB Velux;"İnönü; 1729. Sk. No:4/12-40; 06370 Yenimahalle/Ankara; Türkiye";'39.9468801;'32.7364602;"https://www.google.com/maps?q=39.9468801;32.7364602"
Coffee LABİstiklal;"Asmalimescit İstiklal Caddesi No:180/2A Narmanli Han; 34340 Beyoglu/İstanbul; Türkiye";'41.0294532;'28.974514;"https://www.google.com/maps?q=41.0294532;28.974514"
Coffee Land;"Baglar; Vali Konagi Yolu Cd. No:74; 76000 Igdir Merkez/Igdir; Türkiye";'39.9263979;'44.0362614;"https://www.google.com/maps?q=39.9263979;44.0362614"
Coffee Land Tokat;"Yeşilirmak; Vali Zekai Gümüşdiş Blv. No:24; 60030 Tokat Merkez/Tokat; Türkiye";'40.3333187;'36.5500952;"https://www.google.com/maps?q=40.3333187;36.5500952"
COFFEE LANKA;"Dere; Mehmet Durman Sk. No80; 77200 Yalova Merkez/Yalova; Türkiye";'40.6458475;'29.2648418;"https://www.google.com/maps?q=40.6458475;29.2648418"
Coffee Lime Giresun;"Kapu; Bekirpaşa Cd. no:2 daire:3; 28000 Giresun Merkez/Giresun; Türkiye";'40.917146;'38.3875379;"https://www.google.com/maps?q=40.917146;38.3875379"
Coffee Love;"Cayyolu; Koru; Ankaralilar Cd. no:2; 06460 Cankaya/Ankara; Türkiye";'39.90040980000000;'32.6925104;"https://www.google.com/maps?q=39.90040980000001;32.6925104"
Coffee Makers;"Alitaşi; Atatürk Bv 144 C; 02030 Adiyaman Merkez/Adiyaman; Türkiye";'37.76071340000000;'38.2625799;"https://www.google.com/maps?q=37.76071340000001;38.2625799"
Coffee Mandala Kanalboyu;"Karsiyaka; GAP Vadisi Bulvari No:28/B; 63040 Haliliye/Şanliurfa; Türkiye";'37.168445;'38.8368422;"https://www.google.com/maps?q=37.168445;38.8368422"
Coffee Mania;"Güzelyali; Süleyman Demirel Blv. 9A; 01170 Cukurova/Adana; Türkiye";'37.052268;'35.2949589;"https://www.google.com/maps?q=37.052268;35.2949589"
Coffee Mania;"Göksu; Kaşmir Center; 1. TBMM Cd. No:1; 06820 Etimesgut/Ankara; Türkiye";'39.9899797;'32.643571;"https://www.google.com/maps?q=39.9899797;32.643571"
Coffee Mania;"Merkez; Gazipaşa Mah; Şehit Onur Dülger Cad 5/A; 61030 Ortahisar/Trabzon; Türkiye";'41.0052402;'39.7279442;"https://www.google.com/maps?q=41.0052402;39.7279442"
Coffee Mania;"Fatih; Adnan Menderes Blv. 182 B; 66100 Yozgat Merkez/Yozgat; Türkiye";'39.8236606;'34.8219292;"https://www.google.com/maps?q=39.8236606;34.8219292"
Coffee Mattein;"Fatih; Burhan Işikseren Cd. Elektronikçiler Sitesi No:3 A/Blok; 22100 Edirne Merkez/Edirne; Türkiye";'41.6591591;'26.5886122;"https://www.google.com/maps?q=41.6591591;26.5886122"
COFFEE MATTEİN;"Sabuni; 22100 Edirne Merkez/Edirne; Türkiye";'41.6743935;'26.5565621;"https://www.google.com/maps?q=41.6743935;26.5565621"
Coffee Mırra;"Yenişehir; Ravza Cd. No:4; 47200 Artuklu/Mardin; Türkiye";'37.31984;'40.726219;"https://www.google.com/maps?q=37.31984;40.726219"
Coffee Mokka;"Tecde; da Malatya TR; İsmet Paşa Cd. Süreyç Yaşam A Blok No: 165B; 44100 Yeşilyurt; Türkiye";'38.32312690000000;'38.2827747;"https://www.google.com/maps?q=38.32312690000001;38.2827747"
coffee morra;"Yenice; 15030 Burdur Merkez/Burdur; Türkiye";'37.7197367;'30.2924063;"https://www.google.com/maps?q=37.7197367;30.2924063"
Coffee No Name;"Kiliç Reis; 319. Sk. No: 63A D:A; 35280 Konak/İzmir; Türkiye";'38.4052414;'27.1193538;"https://www.google.com/maps?q=38.4052414;27.1193538"
Coffee Now;"Erzene; Cengizhan Cd. 1/B; 35040 Bornova/İzmir; Türkiye";'38.4644549;'27.2275158;"https://www.google.com/maps?q=38.4644549;27.2275158"
Coffee Nut Sakarya;"yazlik mahallesi; bosna life; Hasir Sk. c blok;30 C 7; 54050 Serdivan/Sakarya; Türkiye";'40.8009712;'30.3610931;"https://www.google.com/maps?q=40.8009712;30.3610931"
Coffee of Joy;"Ataköy 7-8-9-10; 34158 Bakirköy/İstanbul; Türkiye";'40.9831526;'28.84779229999990;"https://www.google.com/maps?q=40.9831526;28.84779229999999"
Coffee On Store;"Yeşilbahçe; Portakal Ciçegi Cd. 43/A; 07160 Muratpaşa/Antalya; Türkiye";'36.8739071;'30.7266517;"https://www.google.com/maps?q=36.8739071;30.7266517"
Coffee on store;"Servi; Adnan Menderes Blv. No:12; 43030 Kütahya Merkez/Kütahya; Türkiye";'39.4209672;'29.9839614;"https://www.google.com/maps?q=39.4209672;29.9839614"
Coffee Packages;"Yenişehir; Gida Carşisi; 1203/1 Sokak No:27/E; Ege Ticaret İş Merkezi; Konak/İzmir; Türkiye";'38.4281734;'27.1683684;"https://www.google.com/maps?q=38.4281734;27.1683684"
Coffee Project;"Emek; Bişkek Cd. No:213/A; 06490 Cankaya/Ankara; Türkiye";'39.9173317;'32.8175484;"https://www.google.com/maps?q=39.9173317;32.8175484"
Coffee Roof;"Bahçelievler; Profesör Doktor; Prof. Muammer Aksoy Cd No: 68/B; 06000 Cankaya/Ankara; Türkiye";'39.925963;'32.8277964;"https://www.google.com/maps?q=39.925963;32.8277964"
Coffee Ru Co.;"Hacilar Meydani; Üçmayis Sk.; 05000 Amasya Merkez/Amasya; Türkiye";'40.643949;'35.8079742;"https://www.google.com/maps?q=40.643949;35.8079742"
Coffee Santiago;"Örtülüpinar; Şht. Hakan Şahbaz Sk Oguz Apartmani Alti No:4/A; 58030 Merkez/Sivas; Türkiye";'39.7460129;'37.0100883;"https://www.google.com/maps?q=39.7460129;37.0100883"
Coffee Sapiens;"Kemankeş Karamustafa Paşa; Kiliç Ali Paşa Mescidi Sk. No:10 D:C; 34425 Beyoglu/İstanbul; Türkiye";'41.02588859999990;'28.9811594;"https://www.google.com/maps?q=41.02588859999999;28.9811594"
Coffee Sapiens Caddebostan;"Caddebostan; Kadiraga Sk. No:38 D:C; 34728 Kadiköy/İstanbul; Türkiye";'40.9677852;'29.0633465;"https://www.google.com/maps?q=40.9677852;29.0633465"
Coffee Sapiens Kanyon;"Levent; Büyükdere Cd. No: 185 D:162. Dükkan; 34394 Şişli/İstanbul; Türkiye";'41.0780473;'29.0105306;"https://www.google.com/maps?q=41.0780473;29.0105306"
Coffee Sapiens Roastery & Workshop;"Piri Paşa; Kalaycibahçe Sk. No:6; 34445 Beyoglu/İstanbul; Türkiye";'41.0416325;'28.9508945;"https://www.google.com/maps?q=41.0416325;28.9508945"
Coffee Shewki;"Atatürk; Zübeyde Hanim Cd. No:4; 24180 Erzincan Merkez/Erzincan; Türkiye";'39.7495684;'39.49203720000000;"https://www.google.com/maps?q=39.7495684;39.49203720000001"
Coffee Shop;"Gap; 72070 Batman Merkez/Batman; Türkiye";'37.9034007;'41.1320699;"https://www.google.com/maps?q=37.9034007;41.1320699"
COFFEE SHOP COMPANY TRABZON;"İskenderpaşa; Dervişoglu Ck. No:1; 61100 Trabzon Merkez/Trabzon; Türkiye";'41.0053838;'39.73260399999990;"https://www.google.com/maps?q=41.0053838;39.73260399999999"
Coffee Shot Stop;"Mithat Paşa; Saraçlar Cd. No:2; 22020 Edirne Merkez/Edirne; Türkiye";'41.67674600000000;'26.552793;"https://www.google.com/maps?q=41.67674600000001;26.552793"
Coffee Smoke;"Kinikli Mah. H. Yilmaz Cd. 6055 Sk. No:70/A Denizli (KYK Karşisi; 20100 Pamukkale/Denizli; Türkiye";'37.7426343;'29.0958073;"https://www.google.com/maps?q=37.7426343;29.0958073"
Coffee Stop Kırklareli;"Karakas Mah. Istasyon Cad. Nur Apt. Alti No:26/A; 32767 Merkez/Kirklareli; Türkiye";'41.7318731;'27.2163467;"https://www.google.com/maps?q=41.7318731;27.2163467"
coffee story;"Akbilek; Muhsin Yazicioglu Cd. No:30/A; 05100 Amasya Merkez; 05000 Amasya Merkez/Amasya; Türkiye";'40.6514621;'35.8056704;"https://www.google.com/maps?q=40.6514621;35.8056704"
Coffee Time;"Cumhuriyet; Şht. Korg. Hulusi Sayin Blv. No:55; 23190 ElÃ¢zig Merkez/Elazig; Türkiye";'38.6728649;'39.1769676;"https://www.google.com/maps?q=38.6728649;39.1769676"
Coffee Time;"Müftü Solakzade; Yavuz Sultan Selim Bulv. Erzurum Alişveriş Merkezi No:43 D:205; 25070 Palandöken/Erzurum; Türkiye";'39.88822469999990;'41.2635392;"https://www.google.com/maps?q=39.88822469999999;41.2635392"
Coffee Time SerraCity Avm;"Muratpaşa; SerraCity Avm; Cumhuriyet Cd.; 25100 Yakutiye/Erzurum; Türkiye";'39.9055314;'41.26985579999990;"https://www.google.com/maps?q=39.9055314;41.26985579999999"
Coffee Time Tekirdağ;"Degirmenalti; Egitimciler Sk. No:5/A; 59000 Süleymanpaşa/Tekirdag; Türkiye";'40.9860889;'27.5789542;"https://www.google.com/maps?q=40.9860889;27.5789542"
Coffee Time Terminal;"Lalapaşa; Lalapaşa Mahallesi 1; Terminal Cd. No:23/A; 25070 Yakutiye/Erzurum; Türkiye";'39.9079031;'41.2548939;"https://www.google.com/maps?q=39.9079031;41.2548939"
Coffee Truck;"Madenler; Şht. Ünal Kalafat Cd. No:1/A; 34776 Ümraniye/İstanbul; Türkiye";'41.012649;'29.1938358;"https://www.google.com/maps?q=41.012649;29.1938358"
Coffee Unnamed;"Cumhuriyet; Carşi Cd. no:160; 48300 Fethiye/Mugla; Türkiye";'36.62033280000000;'29.113202;"https://www.google.com/maps?q=36.62033280000001;29.113202"
Coffee Wars;"2772 no; 2. Cd. 5. Sk.; 03030 Afyonkarahisar Osb/Afyonkarahisar Merkez/Afyonkarahisar; Türkiye";'38.8169845;'30.5392308;"https://www.google.com/maps?q=38.8169845;30.5392308"
Coffee Works;"Atatürk; Nermi Tombul Cd No: 20/d; 24100 Erzincan Merkez/Erzincan; Türkiye";'39.7469923;'39.49411660000000;"https://www.google.com/maps?q=39.7469923;39.49411660000001"
Coffee Works Co;"Mimar Sinan; Cevre Yolu Blv. No:21/F; 19010 Corum Merkez/Corum; Türkiye";'40.5182825;'34.9142147;"https://www.google.com/maps?q=40.5182825;34.9142147"
Coffee works co;"Yenişehir; yozgat sokak no4-D; 71450 Yahşihan/Kirikkale; Türkiye";'39.8739189;'33.4582971;"https://www.google.com/maps?q=39.8739189;33.4582971"
COFFEE WORKS CO;"İnönü; 1729. Sk. no: 4/14-38; 06370 Yenimahalle/Ankara; Türkiye";'39.9461733;'32.7378017;"https://www.google.com/maps?q=39.9461733;32.7378017"
Coffee Works co Elazığ;"Cumhuriyet; Beyzade Efendi Blv. No: 1/B; 23100 ElÃ¢zig Merkez/Elazig; Türkiye";'38.6667396;'39.1766949;"https://www.google.com/maps?q=38.6667396;39.1766949"
Coffee Works Co Giresun;"Gaziler mahallesi Atatürk bulvari no:531 Giresun/Merkez; 28200 Giresun Merkez/Giresun; Türkiye";'40.9175962;'38.3273849;"https://www.google.com/maps?q=40.9175962;38.3273849"
Coffee Works Samsun;"Güzelyali; Adnan Menderes Blv. No:49; 55270 Atakum/Samsun; Türkiye";'41.3465135;'36.2526751;"https://www.google.com/maps?q=41.3465135;36.2526751"
Coffee world;"Büyükdere; Osmangazi Ünv. No:38; 26040 Odunpazari/Eskişehir; Türkiye";'39.7518872;'30.480762;"https://www.google.com/maps?q=39.7518872;30.480762"
Coffee World - Optimum Istanbul;"İstiklal Caddesi Yenisahra Mahallesi No: 2B No:328; Optimum Outlet; 34746 Ataşehir/İstanbul; Türkiye";'40.988459;'29.085866;"https://www.google.com/maps?q=40.988459;29.085866"
Coffee World - Zeytinburnu Metro;"Cirpici; Osmaniye Mh; Yanyol E-5; 34146 Bakirköy/İstanbul; Türkiye";'41.001709;'28.890026;"https://www.google.com/maps?q=41.001709;28.890026"
Coffee&Library;"Yazir; Ulusal Sk. No:99c; 42070 Selçuklu/Konya; Türkiye";'37.977244;'32.5155231;"https://www.google.com/maps?q=37.977244;32.5155231"
CoffeeBeanBox;"Eskişehir Karayolu Bulvari 2. Km; 43100 Kütahya Merkez; Türkiye";'39.4418056;'30.00320959999990;"https://www.google.com/maps?q=39.4418056;30.00320959999999"
COFFEEBOSS KARS;"Yusufpaşa; Şht. Hulusi Aytekin Cd. No:5; 36000 Kars Merkez/Kars; Türkiye";'40.6097449;'43.0905022;"https://www.google.com/maps?q=40.6097449;43.0905022"
COFFEEBYLEVENT;"Haydar Bey; Barbaros Cd.; 46050 Onikişubat/Kahramanmaraş; Türkiye";'37.5856753;'36.8692115;"https://www.google.com/maps?q=37.5856753;36.8692115"
CoffeeDe_Ren;"Topçular; Şair Fuzuli Sk. no:11/A; 76000 Igdir Merkez/Igdir; Türkiye";'39.9216153;'44.0425683;"https://www.google.com/maps?q=39.9216153;44.0425683"
Coffeehause;"Gülbahar; Elif Sk. No:2; 53020 Rize Merkez/Rize; Türkiye";'41.0263517;'40.544645;"https://www.google.com/maps?q=41.0263517;40.544645"
COFFEELAB;"Türkali; Ihlamurdere Cd. No:130/B; 34357 Beşiktaş/İstanbul; Türkiye";'41.0491215;'29.0025102;"https://www.google.com/maps?q=41.0491215;29.0025102"
CoffeeLabplus;"Yeniyol; Maliye 2. Sk.; 19200 Corum Merkez/Corum; Türkiye";'40.5514687;'34.9596479;"https://www.google.com/maps?q=40.5514687;34.9596479"
Coffeeland;"Bahçelievler; 50200 Nevşehir Merkez/Nevşehir; Türkiye";'38.6361675;'34.7083265;"https://www.google.com/maps?q=38.6361675;34.7083265"
Coffeemaker's;"Firat; Mahabat Boulevard No: 135; 21070 Kayapinar/Diyarbakir; Türkiye";'37.9277894;'40.152624;"https://www.google.com/maps?q=37.9277894;40.152624"
Coffeemania;"Şirinevler; 556. Sk. No:57; 34250 Bahçelievler/İstanbul; Türkiye";'41.0799124;'28.898874;"https://www.google.com/maps?q=41.0799124;28.898874"
Coffeemania;"Umurbey; 1501. Sk. No:2/A; 35230 Konak/İzmir; Türkiye";'38.4380883;'27.1533425;"https://www.google.com/maps?q=38.4380883;27.1533425"
Coffeemania;"Dumlupinar; Dumlupinar 2. Cd. No:32; 03200 Afyonkarahisar Merkez/Afyonkarahisar; Türkiye";'38.7566633;'30.5422466;"https://www.google.com/maps?q=38.7566633;30.5422466"
Coffeemania;"Fatih; Dumlupinar Cd. Güzbey Apt. No:32; 03200 Afyonkarahisar Merkez/Afyonkarahisar; Türkiye";'38.456121;'30.272963;"https://www.google.com/maps?q=38.456121;30.272963"
Coffeemania;"Bahçelievler; No:; İzzettin Calişlar Cd. No:2; 34180 Bahçelievler/İstanbul; Türkiye";'41.005037;'28.871066;"https://www.google.com/maps?q=41.005037;28.871066"
coffeemania;"Cumhuriyet Mahallesi; barbaros hayrettin mah 1993 sk.no:29/11; 34515 Esenyurt/İstanbul; Türkiye";'40.9113215;'29.2912015;"https://www.google.com/maps?q=40.9113215;29.2912015"
Coffeemania;"Cennet; Hürriyet Cd. No:38 D:C; 34290 Küçükçekmece/İstanbul; Türkiye";'40.98848;'28.780921;"https://www.google.com/maps?q=40.98848;28.780921"
Coffeemania;"Şekerhane; Şevket Tokuş Cd. No:9; 07400 Alanya/Antalya; Türkiye";'36.5471257;'32.0039551;"https://www.google.com/maps?q=36.5471257;32.0039551"
CoffeeMania;"Burç; Adliye Cd. No:1; 15000 Burdur Merkez/Burdur; Türkiye";'37.7192984;'30.2822602;"https://www.google.com/maps?q=37.7192984;30.2822602"
Coffeemania;"Saray; NURPA İŞ MERKEZİ; Cumhuriyet Cd.; 13200 Tatvan/Bitlis; Türkiye";'38.4986222;'42.28384519999990;"https://www.google.com/maps?q=38.4986222;42.28384519999999"
Coffeemania;"Ataşehir; No.32 B; İmam Efendi Blv. No:1; 23000 ElÃ¢zig Merkez/Elazig; Türkiye";'38.6637171;'39.1807111;"https://www.google.com/maps?q=38.6637171;39.1807111"
Coffeemania;"Tahtakale; Faruk Nafiz Camlibel Cd No:2; 34325 Avcilar/İstanbul; Türkiye";'41.0649363;'28.7178928;"https://www.google.com/maps?q=41.0649363;28.7178928"
CoffeeMania;"Adnan Kahveci; Uyum Carşi; Yavuz Sultan Selim Blv. No:23/30; 34528 Beylikdüzü/İstanbul; Türkiye";'41.0050545;'28.6261826;"https://www.google.com/maps?q=41.0050545;28.6261826"
Coffeemania;"Egitim Mah Fahrettin Kerim Gökay Caddesi No:115 D:A; 34724 Kadiköy/İstanbul; Türkiye";'40.987857;'29.0448887;"https://www.google.com/maps?q=40.987857;29.0448887"
Coffeemania;"Efeler; 348. Sk. No:15; 35380 Buca/İzmir; Türkiye";'38.3903864;'27.1527943;"https://www.google.com/maps?q=38.3903864;27.1527943"
Coffeemania;"Bedir; Ataseven Cd. No: 2; 42100 Selçuklu/Konya; Türkiye";'37.9049805;'32.4952105;"https://www.google.com/maps?q=37.9049805;32.4952105"
Coffeemania;"Alipaşa; Atatürk Blv. No:22; 43020 Kütahya Merkez/Kütahya; Türkiye";'39.4218704;'29.9876848;"https://www.google.com/maps?q=39.4218704;29.9876848"
Coffeemania;"Kernek; Şht. Hamit Fendoglu Cd. No:24; 44300 Malatya Merkez/Malatya; Türkiye";'38.3455776;'38.3241788;"https://www.google.com/maps?q=38.3455776;38.3241788"
